"occ_id","lemma_class","stanza","pada","token_index","surface","zurich_lemma","grassmann_lemma","grassmann_gloss","morphology","arnold_stratum_code","arnold_stratum","why_this_lemma","sense","griffith_1890_stanza","geldner_1951_stanza","source_id","retrieval_date"
"DK-OCC-076","INCISING","03.060.02","c","4","nirátakṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=AOR|voice=ACT|local particle=LP","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The mighty powers wherewith. ye formed the chalices, the thought by which ye drew the cow from out the hide, The intellect wherewith ye wrought the two Bay Steeds,– through these, O R̥ibhus, ye attained divinity.","Durch die Künste, mit denen ihr die Becher formtet, durch den Erfindungsgeist, mit dem ihr aus dem Felle die Kuh heraustriebet, durch das Nachdenken, mit dem ihr die beiden Falben gebildet habt, durch (all) dies habt ihr R̥bhu's göttlichen Rang erlangt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-077","INCISING","04.033.08","c","3","takṣantu","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IMP|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","May they who formed the swift car, bearing Heroes, and the Cow omniform and all-impelling, Even may they form wealth for us,– the R̥ibhus, dexterous-handed, deft in work and gracious.","Die den leichtrollenden Wagen fertigten, der dem Manne still hält, die die allbelebende Kuh Viśvarūpā (machten), die R̥bhu's sollen uns Reichtum beschaffen, die geschickt zur Hilfe, zum Werk und mit der Hand.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-078","INCISING","04.034.09","b","2","tatakṣúḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","R̥ibhus, who helped their Parents and the Aṣvins, who formed the Milch-cow and the pair of horses, Made armour, set the heaven and earth asunder,– far- reaching Heroes, they have made good offspring.","Die R̥bhu's, die für die Aśvin, die für die Eltern (gesorgt haben), die durch ihre Beihilfe die Kuh geschaffen haben und die beiden Rosse, die die Panzer (fertigten), die ...., die die beiden Welten (brachten?), die Herren die Vibhū's, die die Mittel zu guter Nachkommenschaft bereitet haben.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-079","INCISING","04.035.05","c","4","ataṣṭa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=IPRF|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Ye with your cunning made your Parents youthful; the cup, for Gods to drink, ye formed with cunning; With cunning, R̥ibhus, rich in treasure, fashioned the two swift Tawny Steeds who carry Indra.","Mit Kunst habt ihr die Eltern jung gemacht, mit Kunst habt ihr den Becher gemacht, aus dem die Götter trinken. Mit Kunst zimmertet ihr die beiden Falben, die besten Läufer, die Zugtiere des Indra, ihr reichbelohnten R̥bhu's.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-080","INCISING","04.035.06","d","2","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Whoso pours out for you, when days are closing, the sharp libation for your joy, O Vâjas, For him, O mighty R̥ibhus, ye, rejoicing, have fashioned wealth with plenteous store of heroes.","Wer euch, wenn die Tage zur Rüste gehen, die scharfe Trankspende zum Rausche preßt, ihr Vāja's, dem stellet, ihr R̥bhu's, einen Schatz von lauter Söhnen her, euch berauschend, ihr Bullen!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-081","INCISING","04.036.03","d","4","tákṣatha","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","O Vâjas, R̥ibhus, reaching far, among the Gods this was your exaltation gloriously declared, In that your aged Parents, worn with length of days, ye wrought again to youth so that they moved at will.","Diese eure Größe, ihr Vāja's, R̥bhu's, Vibhu's, hat sich dadurch bei den Göttern gut empfohlen, daß ihr die greisen, altersschwachen Eltern wieder jugendlich und beweglich machtet.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-082","INCISING","04.036.08","d","5","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","According to the wishes of our hearts may ye, who have full knowledge of all the delights of men, Fashion for us, O R̥ibhus, power and splendid wealth, rich in high courage, excellent, and vital strength.","Ihr sollt für uns als Kundige aus den (priesterlichen) Werken alle menschlichen Genüsse, glänzenden höchsten Gewinn, der gewaltigen Schwung verleiht, ihr sollt für uns Reichtum und Jugendkraft zimmern, o R̥bhu's!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-083","INCISING","04.036.09","b","4","takṣata +","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Bestowing on us here riches and offspring, here fashion fame for us befitting heroes. Vouchsafe us wealth of splendid sort, O R̥ibhus, that we may make us more renowned than others.","Gewähret hier Nachkommen, hier Reichtum, zimmert uns hier den Ruhm, der in Meistern besteht, durch den wir die anderen überstrahlen möchten! Diesen glänzenden Lohn habt ihr, R̥bhu's, uns beschert. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-084","INCISING","04.058.04","d","5","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","p","Popular, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","That oil in triple shape the Gods discovered laid down within the Cow, concealed by Paṇis. Indra produced one shape, Sûrya another: by their own power they formed the third from Vena.","Dreifach geteilt fanden das von den Paṇi's verborgene Ghr̥ta die Götter wieder in der Kuh. Indra hat das eine, Sūrya das eine erzeugt. Eines haben sie aus dem Seher durch eigene Kraft herausgebildet.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-085","INCISING","05.002.11","b","5","atakṣam","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=1|mood=IND|tense=AOR|voice=ACT","s","Strophic, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","As a skilled craftsman makes a car, a singer I, Mighty One! this hymn for thee have fashioned. If thou, O Agni, God, accept it gladly, may we obtain thereby the heavenly Waters.","Dies Loblied habe ich, der Redekundige, für dich gezimmert wie der verständige Künstler einen Wagen, o Starkgearteter! Wenn du, Gott Agni, es gern annehmen wirst, so würden wir damit Wasser nebst dem Sonnenlicht gewinnen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-086","INCISING","05.029.15","d","5","atakṣam","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=1|mood=IND|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Indra, accept the prayers which now are offered, accept the new prayers, Mightiest! which we utter. Like fair and well-made robes, I, seeking riches, as a deft craftsman makes a car, have wrought them.","Indra, erfreue dich an den bereiteten Erbauungen, die wir dir aufs neue bereitet haben, du Gewaltigster! Wie schöne Kleider wohlgearbeitet habe ich sie. Gut wünschend, wie ein kunstfertiger Meister einen Wagen gezimmert.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-087","INCISING","05.031.04","a","5","takṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=INJ|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Anus have wrought a chariot for thy Courser, and Tvashṭar, Much-invoked! thy bolt that glitters. The Brahmans with their songs exalting Indra increased his strength that he might slaughter Ahi.","Die Anu's zimmerten dir für das Roß den Wagen; Tvaṣṭr̥ die glänzende Keule, du Vielgerufener. Die erbaulich Redenden feierten Indra mit Lobgesängen; sie bestärkten ihn, den Drachen zu erlegen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-088","INCISING","05.033.04","c","1","tatakṣé","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=MED","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Thou, because many lauds are thine, O Indra, wast active warring in the fields for cattle. For Sûrya in his own abode thou, Hero, formedst in fights even a Dâsa's nature.","Viel ist, was deine Preislieder sind, o Indra, (was) du für die Kuh getan hast, um die Fluren kämpfend. Er beschnitt sogar der Sonne (ihren Namen) im eigenen Hause, in den Kämpfen (beschnitt) der Bulle auch des Dāsa Namen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-089","INCISING","05.073.10","c","2","tákṣāma","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=1|mood=INJ|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Most pleasing to the Aṣvins be these prayers which magnify their might, Which we have fashioned, even as cars high reverence have we spoken forth.","Diese erbaulichen Worte sollen den Aśvin recht wohltuende Stärkungen sein, die wir wie Wagen gezimmert [gedichtet] haben. Wir haben (sie) als hohe Huldigung gesprochen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-090","INCISING","06.003.08","c","5","tatákṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Who, with supporting streams and rays that suit him, hath flashed like lightning with his native vigour. Like the deft Maker of the band of Maruts, the bright impetuous One hath shone refulgent.","Der durch Labungen oder durch die ihm gehörigen Preisgesänge (gestärkt wird), er leuchtet wie der Blitz aus eigenem Drange auf. Oder der die Heerschar der Marut wie ein R̥bhu gebildet hat, der ist heftig, blendend aufgeleuchtet.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-091","INCISING","06.012.05","b","3","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=NOM|gender=M|number=SG|tense=PRS|voice=ACT|non-finite=PTCP","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Men wonder at his shining glows when, paring the woods with case, o'er the broad earth he goeth, And, like a rushing flood, loosed quickly, burneth, swift as a guilty thief, o'er desert places.","Dann rühmen sie seinen Glanz, wenn er nach Willkür (die Bäume) behauend über die Erde hingeht, der sofort, wenn er losgelassen, der schnellste Läufer ist. Wie ein Schuldner, der zum Dieb wird, eilt(?) er über das wüste Land.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-092","INCISING","06.016.47","b","2","taṣṭám","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=ACC|gender=N|number=SG|non-finite=PTCP-ta","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Agni, we bring thee, with our hymn, oblation fashioned in the heart. Let these be oxen unto thee, let these be bulls and kine to thee.","Wir bringen dir, o Agni, mit einem Vers ein Opfer, das mit dem Herzen gedichtet ist, denn das sollen deine Ochsen, Stiere und Kühe sein.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-093","INCISING","06.032.01","d","4","takṣam","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=1|mood=SBJV|tense=AOR|voice=ACT","n","Normal, metrical variations only","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","I WITH my lips have fashioned for this Hero words never matched, most plentiful and auspicious, For him the Ancient, Great, Strong, Energetic, the very mighty Wielder of the Thunder.","Ganz neue, allererste Worte will ich auf ihn, auf den großen Helden, den starken, überlegenen mit dem Munde formen, die dem überreichen Keulenträger, dem stattlichen am meisten zusagen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-094","INCISING","07.007.06","b","5","átakṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","S","Strophic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","These have passed all in glory, who, the manly, have wrought with skill the hymn of adoration; Who, listening, have advanced the people's welfare, and set their thoughts on this my holy statute.","Diese haben an Glanz alles übertroffen oder die, welche mannhaft das Dichterwort passend geformt haben, die die gehorsamen Clane vorwärts bringen mögen, die dieser meiner rechten (Rede) gedenken mögen. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-095","INCISING","07.064.04","a","5","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","S","Strophic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Him who hath wrought for you this car in spirit, who makes the song rise upward and sustains it, Bedew with fatness, Varuṇa nd Mitra ye Kings, make glad the pleasant dwelling-places.","Wer euch im Geiste diesen Hochsitz zimmert, wer das Gedicht emporrichten und festmachen wird, (dem) besprenget mit Schmalz und tränket die schönen Fluren, ihr Könige Mitra und Varuṇa!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-096","INCISING","07.104.04","c","2","takṣatam","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=DU|person=2|mood=IMP|tense=AOR|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Indra and Soma, hurl your deadly crushing bolt down on the wicked fiend from heaven and from the earth. Yea, forge out of the mountains your celestial dart wherewith ye burn to death the waxing demon race.","Indra und Soma! Schleudert gemeinsam die zermalmende Waffe vom Himmel, von der Erde auf den Bösredenden. Meißelt aus den Bergen den sausenden (Schleuderstein) heraus, mit dem ihr den erstarkten bösen Geist vertilget! ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-097","INCISING","08.006.33","c","2","atakṣma","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=1|mood=IND|tense=IPRF|voice=ACT","S","Strophic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","For thee, O Mighty, Thunder-armed, we singers through devotionhave Fashioned the hymn that we may live.","Und im Streben nach einer erbaulichen Rede haben wir Redekundigen sie für dich, du erstarkter Keulenträger, (zu einem Gedicht) geformt, um (davon) zu leben. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-098","INCISING","08.061.02","b","2","niṣṭatakṣátuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=DU|person=2|mood=IND|tense=PRF|voice=ACT|local particle=LP","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","For him, strong, independent Ruler, Heaven and Earth have fashioned forth for power and might. Thou seatest thee as first among thy peers in place, for thy soul longs for Soma juice.","Denn diesen Bullen haben beide Welten zum Selbstherrscher, ihn zur Gewalt erschaffen, und als der Erste unter den Höchsten nimmst du Platz, denn dein Sinn verlangt nach Soma. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-099","INCISING","08.097.10","b","2","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Of one accord they made and formed for kingship Indra, the Hero who in all encounters overcometh, Most eminent for power, destroyer in the conflict, fierce and exceeding strong, stalwart and full of vigour.","Den Mann, der in allen Kämpfen der Überlegene ist, den Indra haben sie einmütig zum Herrschen gebildet und erzeugt, den an Umsicht Besten, und zur Abwehr (der Feinde) den Hemmer, den Gewaltigen, Gewaltigsten, Kräftigen, Ausdauernden. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-100","INCISING","09.097.22","a","1","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","What time the loving spirit's word had formed him Chief of all food, by statute of the Highest, Then loudly lowing came the cows to Indu, the chosen, well-loved Master in the beaker.","So oft ihn die Rede aus dem Geiste des schauenden (Sehers) heraus formte oder bei der Entscheidung angesichts des besten Stückes Vieh, da kamen nach Wunsch zu dem Safte als dem beliebten Gatten voll Verlangen die Kühe in dem Kruge. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-101","INCISING","10.005.06","a","4","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Seven are the pathways which the wise have fashioned; to one of these may come the troubled mortal. He standeth in the dwelling of the Highest, a Pillar, on sure ground where paths are parted.","Sieben Schranken haben die Seher geschaffen; zu einer von diesen gelangt der Eingeengte(?). Die Säule des Āyu steht im Nest des Höchsten, an der Wege Ende auf festen Grundlagen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-102","INCISING","10.031.07","b","3","niṣṭatakṣúḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT|local particle=LP","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","What was the tree, what wood, in sooth, produced it, from which they fashioned forth the Earth and Heaven? These Twain stand fast and wax not old for ever: these have sung praise to many a day and morning.","Welches war denn das Holz, welches der Baum, woraus sie Himmel und Erde gezimmert haben, die bestehen ohne zu altern, fortdauernd(?): nur die Tage, die vielen Morgenröten werden alt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-103","INCISING","10.039.04","b","4","takṣathuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=DU|person=2|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Ye made Chyavâna, weak and worn with length of days, young again, like a car, that he had power to move. Ye lifted up the son of Tugra from the floods. At our libations must all these your acts be praised.","Ihr habt den alten Cyavāna wie einen Wagen wieder jung gezimmert zum Laufen. Ihr führtet den Tugrasohn aus dem Wasser. All das von euch soll bei den Somaopfern kundgetan werden.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-104","INCISING","10.039.14","b","1","átakṣāma","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=1|mood=IND|tense=AOR|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","We have prepared this laud for you, O Aṣvins, and, like the Bhr̥igus, as a car have framed it, Have decked it as a maid to meet the bridegroom, and brought it as a son, our stay for ever.","Dies Loblied haben wir für euch, Aśvin, gemacht; wir haben es gezimmert wie die Bhr̥gu's einen Wagen. Wir haben (es) euch hingegeben wie die Maid dem jungen Manne, es wie einen eigenen Sohn, der das Geschlecht fortpflanzt, haltend.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-105","INCISING","10.046.09","d","2","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","That Agni, him whom Heaven and Earth engendered, the Waters. Tvashṭar, and with might, the Bhr̥igus, Him Mâtariṣvan and the Gods have fashioned holy for man and first to be entreated.","Den Himmel und Erde erzeugten, den die Gewässer, Tvaṣṭr̥, die Bhr̥gu's mit Kraft (erzeugten), der du als Erster anzurufen bist, den Agni, haben Mātariśvan (und) die Götter für Manu als den Anbetungswürdigen geformt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-106","INCISING","10.048.03","a","4","atakṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","For me hath Tvashṭar forged the iron thunderbolt: in me the Gods have centred intellectual power. My sheen is like the Sun's insufferably bright: men honour me as Lord for past and future deeds.","""Für mich hat Tvaṣṭr̥ die eherne Keule geschmiedet; nach mir haben die Götter ihren Willen gerichtet. Mein Anblick ist so schwer auszuhalten wie der der Sonne; mich erkennen sie an ob dem getanen und künftigen Werk.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-107","INCISING","10.048.11","c","5","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","I, as a God, ne'er violate the statutes of Gods, of Vasus, Rudriyas, Âdityas. These Gods have formed me for auspicious vigour, unconquered and invincible for ever.","""Als Gott übertrete ich nicht das Gesetz der Āditya's, Vasu's, Rudriya's‚ der Götter. Die haben mich zu löblicher Krafttat geschaffen, mich den Unbesiegten, Ungefällten, Unbezwungenen.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-108","INCISING","10.053.10","b","4","tákṣatha","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IND|tense=PRS|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Now, O ye Sapient Ones, make ye the axes sharp wherewith ye fashion bowls to hold the Amrit. Knowing the secret places make ye ready that whereby the Gods have gotten immortality.","""Nun schärfet gleichmäßig die Beile, ihr Seher, womit ihr für den Unsterblichen zimmert! Als Kundige gebrauchet die geheimsinnigen Worte, wodurch die Götter die Unsterblichkeit erlangt haben!""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-109","INCISING","10.061.07","d","5","atakṣan","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Quum pater suam filiam adiverat, cum eâ congressus suum semen supra terram effudit. Tum Dii benigni precem (brahma) progenuerunt, et Vastoshpatim, legum sacrarum custodem, formaverunt.","Als der Vater seine Tochter besprang, vergoß er bei der Begattung Samen auf den Boden. Gutes im Sinn führend erzeugten die Götter einen Segen und bildeten daraus Vāstoṣpati‚ den Gesetzeshüter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
