"passage_id","stanza","type","type_before_override","type_means","poetic_subkind","basis","override","inferred_geography","archaeological_fortification","unsupported_identification","why_three_types_unassigned","family_surfaces","addressee","arnold_stratum","status","source_id","locator","retrieval_date","supports_page"
"PUR-P-053","06.020.07","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.020.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-054","06.020.10","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.020.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-055","06.031.04","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","n","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.031.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-056","06.032.03","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ purohā́","Indra","n","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.032.03; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-057","06.048.08","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","PROTECTIVE-FORMULA","R4: śatám pūrbhír yaviṣṭha pāhy áṁhasaḥ — guard with a hundred forts.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhíḥ","Agni, the Maruts and Pusan","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.048.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-058","06.073.02","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Brihaspati","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 06.073.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-059","07.003.07","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","PROTECTIVE-FORMULA","R4: śatám pūrbhír ā́yasībhir ní pāhi — guard us with a hundred iron forts.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhíḥ","Agni","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.003.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-060","07.005.03","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Agni Vaisvanara","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.005.03; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-061","07.006.02","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdarásya","Agni Vaisvanara","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.006.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-062","07.015.14","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","METAPHOR","R3: pū́r bhavā śatábhujiḥ — Agni is ASKED TO BE a hundredfold iron púr.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pū́ḥ","Agni","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.015.14; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-063","07.016.10","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","PROTECTIVE-FORMULA","R4: partŕ̥bhiṣ ṭváṁ śatám pūrbhír yaviṣṭhya — guard them with a hundred forts.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhíḥ","Agni","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.016.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-064","07.018.13","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.018.13; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-065","07.019.05","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.019.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-066","07.021.04","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.021.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-067","07.026.03","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.026.03; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-068","07.052.01","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","METAPHOR","R3: pū́r devatrā́ vasavo martyatrā́ — a púr among gods and among mortals, asked of the Ādityas and Vasus.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pū́ḥ","Adityas","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.052.01; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-069","07.095.01","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","METAPHOR","R3: sárasvatī dharúṇam ā́yasī pū́ḥ — the river Sarasvatī IS an iron púr.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pū́ḥ","Sarasvati or Sarasvat","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.095.01; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-070","07.099.05","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Vishnu, Indra and Vishnu","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 07.099.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-071","08.001.07","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdara","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.001.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-072","08.001.08","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdaráḥ púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.001.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-073","08.001.28","CANNOT-CLASSIFY","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","Rule output TEXTUAL-STRONGHOLD overridden to CANNOT-CLASSIFY. 'púraṁ cariṣṇvàṁ … śúṣṇasya' — Śuṣṇa's MOVING fort. cariṣṇú- is not compatible with a fixed fortification, and no other reading is supplied by the passage. The one passage whose descriptor rules out the ordinary sense without supplying a replacement.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.001.28; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-074","08.006.23","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: púraṁ ná darṣi gómatīm — open food for us LIKE a fort rich in cattle.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.006.23; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-075","08.017.14","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R4b: genitive plural purā́m depending on an agent noun of breaking — the analytic form of the puraṃdará- epithet, which R1 cannot see because the token is a simplex púr-. bhettā́ puráaṁ śáśvatīnām — 'breaker of all forts', of the Soma drop.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.017.14; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-076","08.032.05","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: púraṁ ná śūra darṣasi — burst the cattle-stall LIKE a fort.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.032.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-077","08.033.05","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhít","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.033.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-078","08.033.07","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.033.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-079","08.053.01","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhíttamam","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.053.01; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
