occ_id,river_name,reference,stanza,pada,token_index,surface,lemma,morphology,book,arnold_stratum_code,source_id,retrieval_date,note
HYD-232,Sarasvatī,RIVER,06.061.13,d,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-233,Sarasvatī,RIVER,06.061.14,a,1,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,6,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-234,Sarasvatī,RIVER,07.002.08,c,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-235,Sarasvatī,DERIVATIVE,07.002.08,c,2,sārasvatébhiḥ,sārasvatá-,case=INS|gender=M|number=PL,7,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-236,Sarasvatī,RIVER,07.009.05,c,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,7,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-237,Sarasvatī,RIVER,07.035.11,b,2,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,p,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-238,Sarasvatī,RIVER,07.036.06,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-239,Sarasvatī,RIVER,07.039.05,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-240,Sarasvatī,RIVER,07.040.03,c,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-241,Sarasvatī,RIVER,07.095.01,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-242,Sarasvatī,RIVER,07.095.02,a,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-243,Sarasvatī,RIVER,07.095.04,a,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-244,Sarasvatī,RIVER,07.095.05,b,3,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-245,Sarasvatī,RIVER,07.095.06,a,4,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-246,Sarasvatī,RIVER,07.096.01,c,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-247,Sarasvatī,RIVER,07.096.03,a,5,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-248,Sarasvatī,NOT-RIVER,07.096.06,a,2,sárasvataḥ,sárasvant-,case=GEN|gender=M|number=SG,7,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-249,Sarasvatī,RIVER,08.021.17,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,8,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-250,Sarasvatī,RIVER,08.021.18,b,2,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,8,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-251,Sarasvatī,DERIVATIVE,08.038.10,a,3,sárasvatīvatoḥ,sárasvatīvant-,case=GEN|gender=M|number=DU,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-252,Sarasvatī,RIVER,08.054.04,a,5,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,8,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-253,Sarasvatī,RIVER,09.005.08,b,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-254,Sarasvatī,RIVER,09.067.32,c,2,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,9,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-255,Sarasvatī,RIVER,09.081.04,d,4,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,9,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-256,Sarasvatī,RIVER,10.017.07,a,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-257,Sarasvatī,RIVER,10.017.07,b,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-258,Sarasvatī,RIVER,10.017.07,c,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-259,Sarasvatī,RIVER,10.017.07,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-260,Sarasvatī,RIVER,10.017.08,a,1,sárasvati,sárasvant-,case=VOC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-261,Sarasvatī,RIVER,10.017.09,a,1,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-262,Sarasvatī,RIVER,10.030.12,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-263,Sarasvatī,RIVER,10.064.09,a,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-264,Sarasvatī,RIVER,10.065.01,b,3,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-265,Sarasvatī,RIVER,10.065.13,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-266,Sarasvatī,RIVER,10.075.05,a,5,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,10,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-267,Sarasvatī,RIVER,10.110.08,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-268,Sarasvatī,RIVER,10.131.05,d,1,sárasvatī,sárasvant-,case=NOM|gender=F|number=SG,10,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-269,Sarasvatī,RIVER,10.141.05,c,3,sárasvatīm,sárasvant-,case=ACC|gender=F|number=SG,10,p,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-270,Sarasvatī,RIVER,10.184.02,b,3,sarasvati,sárasvant-,case=VOC|gender=F|number=SG,10,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Lemmatised under the masculine stem sárasvant-. Feminine tokens are the river or the goddess; sárasvataḥ at 7.96.6 is the masculine Sarasvant and is typed NOT-RIVER.
HYD-271,Sarayu,RIVER,05.053.09,c,5,saráyuḥ,saráyu-,case=NOM|gender=F|number=SG,5,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,
HYD-272,Sarayu,RIVER,10.064.09,a,2,saráyuḥ,saráyu-,case=NOM|gender=F|number=SG,10,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,
HYD-273,Silamāvatī,RIVER,10.075.08,c,3,sīlámāvatī,sīlámāvant-,case=NOM|gender=F|number=SG,10,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,
HYD-274,Sindhu,RIVER,01.011.06,b,3,síndhum,síndhu-,case=ACC|gender=M|number=SG,1,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-275,Sindhu,RIVER,01.023.18,c,1,síndhubhyaḥ,síndhu-,case=DAT|gender=M|number=PL,1,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-276,Sindhu,RIVER,01.032.12,d,5,síndhūn,síndhu-,case=ACC|gender=M|number=PL,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-277,Sindhu,RIVER,01.034.08,a,3,síndhubhiḥ,síndhu-,case=INS|gender=M|number=PL,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-278,Sindhu,RIVER,01.035.08,b,5,síndhūn,síndhu-,case=ACC|gender=F|number=PL,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-279,Sindhu,DERIVATIVE,01.046.02,a,3,síndhumātarā,síndhumātar-,case=NOM|gender=M|number=DU,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-280,Sindhu,RIVER,01.046.08,b,2,síndhūnām,síndhu-,case=GEN|gender=F|number=PL,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-281,Sindhu,RIVER,01.046.09,b,2,síndhūnām,síndhu-,case=GEN|gender=F|number=PL,1,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-282,Sindhu,RIVER,01.065.06,b,1,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,1,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-283,Sindhu,RIVER,01.065.07,a,2,síndhūnām,síndhu-,case=GEN|gender=F|number=PL,1,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-284,Sindhu,RIVER,01.066.10,a,1,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,1,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-285,Sindhu,RIVER,01.083.01,d,1,síndhum,síndhu-,case=ACC|gender=M|number=SG,1,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-286,Sindhu,RIVER,01.092.12,b,1,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,1,n,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-287,Sindhu,RIVER,01.093.05,c,2,síndhūn,síndhu-,case=ACC|gender=M|number=PL,1,p,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-288,Sindhu,RIVER,01.094.16,d,2,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-289,Sindhu,RIVER,01.095.11,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-290,Sindhu,RIVER,01.096.09,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-291,Sindhu,RIVER,01.097.08,a,3,síndhum,síndhu-,case=ACC|gender=F|number=SG,1,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-292,Sindhu,RIVER,01.098.03,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-293,Sindhu,RIVER,01.099.01,d,3,síndhum,síndhu-,case=ACC|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-294,Sindhu,RIVER,01.100.19,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-295,Sindhu,RIVER,01.101.11,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-296,Sindhu,RIVER,01.102.11,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-297,Sindhu,RIVER,01.103.08,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-298,Sindhu,RIVER,01.105.19,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-299,Sindhu,RIVER,01.106.07,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-300,Sindhu,RIVER,01.107.03,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-301,Sindhu,RIVER,01.108.13,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-302,Sindhu,RIVER,01.109.06,c,2,síndhubhyaḥ,síndhu-,case=ABL|gender=F|number=PL,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-303,Sindhu,RIVER,01.109.08,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-304,Sindhu,RIVER,01.110.09,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-305,Sindhu,RIVER,01.111.05,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-306,Sindhu,RIVER,01.112.09,a,2,síndhum,síndhu-,case=ACC|gender=M|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-307,Sindhu,RIVER,01.112.25,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-308,Sindhu,RIVER,01.113.20,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-309,Sindhu,RIVER,01.114.11,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-310,Sindhu,RIVER,01.115.06,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-311,Sindhu,RIVER,01.122.06,d,2,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-312,Sindhu,RIVER,01.146.04,c,4,síndhum,síndhu-,case=ACC|gender=M|number=SG,1,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-313,Sindhu,RIVER,01.164.25,a,2,síndhum,síndhu-,case=ACC|gender=M|number=SG,1,P,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-314,Sindhu,RIVER,01.182.05,a,4,síndhuṣu,síndhu-,case=LOC|gender=M|number=PL,1,c,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-315,Sindhu,RIVER,01.186.05,b,6,síndhuḥ,síndhu-,case=NOM|gender=F|number=SG,1,A,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-316,Sindhu,RIVER,02.011.09,a,3,síndhum,síndhu-,case=ACC|gender=F|number=SG,2,S,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-317,Sindhu,RIVER,02.012.03,a,6,síndhūn,síndhu-,case=ACC|gender=M|number=PL,2,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-318,Sindhu,RIVER,02.012.12,b,4,síndhūn,síndhu-,case=ACC|gender=M|number=PL,2,C,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-319,Sindhu,RIVER,02.015.06,a,3,síndhum,síndhu-,case=ACC|gender=M|number=SG,2,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-320,Sindhu,RIVER,02.025.03,a,1,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,2,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-321,Sindhu,RIVER,03.005.04,d,2,síndhūnām,síndhu-,case=GEN|gender=F|number=PL,3,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
HYD-322,Sindhu,RIVER,03.032.16,a,5,síndhuḥ,síndhu-,case=NOM|gender=M|number=SG,3,N,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,"síndhu- is both the appellative 'river, stream' and the name of the Indus. The lemma layer does not separate the two senses and neither does this register."
