"candidate_id","candidate_class","p_number","designation","object_type","geological_source","analytical_provenance","workshop","manufacturing_tradition","exporter","intermediary","textual_provenance_label","findspot","findspot_precision","excavation_no","stratigraphic_level","museum_attribution","modern_custody","custody_as_of","acquisition_history","image_held_by_cdli","image_licence_status","cdli_material_attribution","cdli_period","primary_publication","status","source_id","locator","retrieval_date","notes"
"MC-R-0424","SAME-MINERAL-FAMILY (agate/chalcedony)","P507555","CDLI Seals 013711 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","NBC 11029","Yale Babylonian Collection, New Haven, Connecticut, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate ?","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013711 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=507555, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0425","CARNELIAN-ATTRIBUTED","P511561","CDLI Seals 013083 (physical)","seal (not impression)","","","","","","","","Girsu (mod. Tello)","FINDSPOT NAMED","T 0204","","IM —","National Museum of Iraq, Baghdad, Iraq","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: carnelian","Early Old Babylonian (ca. 2000-1900 BC)","CDLI Seals 013083 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511561, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0426","LOOK-ALIKE-CONTROL","P511566","CDLI Seals 013088 (physical)","seal (not impression)","","","","","","","","Girsu (mod. Tello)","FINDSPOT NAMED","T 0298","","IM —","National Museum of Iraq, Baghdad, Iraq","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","","CDLI Seals 013088 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511566, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0427","LAPIS-ATTRIBUTED","P511635","CDLI Seals 013206 (physical)","seal (not impression)","","","","","","","","uncertain (mod. Megiddo)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","I 3488","Palestine Museum","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013206 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511635, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0428","LAPIS-ATTRIBUTED","P511655","CDLI Seals 013169 (physical)","seal (not impression)","","","","","","","","Thêbai (mod. Thebes, Beoticia, Greece)","FINDSPOT NAMED","Thebes 186","","Thebes —","Archaeological Museum of Thebes, Boeotia, Greece ?","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013169 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511655, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0429","LAPIS-ATTRIBUTED","P511656","CDLI Seals 013170 (physical)","seal (not impression)","","","","","","","","Thêbai (mod. Thebes, Beoticia, Greece)","FINDSPOT NAMED","Thebes 193","","Thebes —","Archaeological Museum of Thebes, Boeotia, Greece ?","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013170 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511656, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0430","CARNELIAN-ATTRIBUTED","P511662","CDLI Seals 013230 (physical)","seal (not impression)","","","","","","","","Hamath (mod. Hama)","FINDSPOT NAMED","","","5 B 176","Nationalmuseet, Copenhagen, Denmark","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: carnelian","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013230 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511662, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0431","SAME-MINERAL-FAMILY (agate/chalcedony)","P511666","CDLI Seals 013234 (physical)","seal (not impression)","","","","","","","","Curium (mod. Kourion, Cyprus)","FINDSPOT NAMED","","","MMA 74.51.4301","Metropolitan Museum of Art, New York, New York, USA","2022-08-21","purchased 1874-1876","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013234 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511666, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0432","SAME-MINERAL-FAMILY (agate/chalcedony)","P511704","CDLI Seals 013190 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","BM 089182","British Museum, London, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013190 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511704, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0433","LOOK-ALIKE-CONTROL","P511729","CDLI Seals 013265 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","AO 04456","Louvre Museum, Paris, France","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013265 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511729, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0434","LOOK-ALIKE-CONTROL","P511759","CDLI Seals 013155 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 569","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013155 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511759, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0435","LOOK-ALIKE-CONTROL","P511760","CDLI Seals 013156 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 570","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013156 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511760, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0436","SAME-MINERAL-FAMILY (agate/chalcedony)","P511761","CDLI Seals 013157 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 571","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013157 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511761, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0437","LOOK-ALIKE-CONTROL","P511762","CDLI Seals 013158 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 572","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013158 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511762, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0438","LOOK-ALIKE-CONTROL","P511765","CDLI Seals 013161 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 575","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013161 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511765, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0439","LOOK-ALIKE-CONTROL","P511766","CDLI Seals 013162 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 576","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013162 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511766, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0440","SAME-MINERAL-FAMILY (agate/chalcedony)","P511767","CDLI Seals 013163 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 577","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: chalcedony","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013163 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511767, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0441","LOOK-ALIKE-CONTROL","P511771","CDLI Seals 013168 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 585","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Middle Babylonian (ca. 1400-1100 BC)","CDLI Seals 013168 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511771, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0442","SAME-MINERAL-FAMILY (agate/chalcedony)","P511883","CDLI Seals 013351 (physical)","seal (not impression)","","","","","","","","Girsu (mod. Tello)","FINDSPOT NAMED","T 1409","","IM —","National Museum of Iraq, Baghdad, Iraq","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: agate","Old Babylonian (ca. 1900-1600 BC)","CDLI Seals 013351 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511883, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0443","LAPIS-ATTRIBUTED","P511902","CDLI Seals 013370 (physical)","seal (not impression)","","","","","","","","Girsu (mod. Tello)","FINDSPOT NAMED","T 1570","","IM —","National Museum of Iraq, Baghdad, Iraq","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013370 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511902, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0444","LOOK-ALIKE-CONTROL","P511915","CDLI Seals 013383 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 277","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Ur III (ca. 2100-2000 BC)","CDLI Seals 013383 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511915, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0445","LAPIS-ATTRIBUTED","P511926","CDLI Seals 013394 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 288","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013394 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511926, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0446","LAPIS-ATTRIBUTED","P511928","CDLI Seals 013396 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 290","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013396 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511928, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0447","LAPIS-ATTRIBUTED","P511929","CDLI Seals 013397 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 291","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013397 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511929, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0448","LAPIS-ATTRIBUTED","P511931","CDLI Seals 013399 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","Morgan Seal 293","Pierpont Morgan Library, New York, New York, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013399 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511931, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0449","LAPIS-ATTRIBUTED","P511934","CDLI Seals 013403 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","NBC 03291","Yale Babylonian Collection, New Haven, Connecticut, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","ED IIIb (ca. 2500-2340 BC)","CDLI Seals 013403 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511934, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0450","LAPIS-ATTRIBUTED","P511936","CDLI Seals 013405 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","NBC 02588","Yale Babylonian Collection, New Haven, Connecticut, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","ED IIIb (ca. 2500-2340 BC)","CDLI Seals 013405 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511936, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0451","LAPIS-ATTRIBUTED","P511937","CDLI Seals 013406 (physical)","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","NBC 06004","Yale Babylonian Collection, New Haven, Connecticut, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","ED IIIb (ca. 2500-2340 BC)","CDLI Seals 013406 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511937, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0452","LOOK-ALIKE-CONTROL","P511966","CDLI Seals 013436 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","NCBS 00172","Newell Collections of Babylonian Seals, Yale Babylonian Collection, New Haven, Connecticut, USA","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Ur III (ca. 2100-2000 BC)","CDLI Seals 013436 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=511966, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0453","LAPIS-ATTRIBUTED","P512095","CDLI Seals 013589 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","MMA 41.160.315","Metropolitan Museum of Art, New York, New York, USA","2022-08-21","Bequest of W. Gedney Beatty, 1941","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013589 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=512095, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0454","LAPIS-ATTRIBUTED","P512102","CDLI Seals 013596 (physical)","seal (not impression)","","","","","","","","uncertain (mod. uncertain)","FINDSPOT UNCERTAIN (CDLI's own qualifier)","","","NMC 06371","Nationalmuseet, Copenhagen, Denmark","2022-08-21","Purchased in London 1908/9","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","CDLI Seals 013596 (physical)","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=512102, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0455","LAPIS-ATTRIBUTED","P513506","BM 2012,6003.26","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","BM 2012,6003.26","British Museum, London, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","unpublished unassigned ?","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=513506, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0456","LAPIS-ATTRIBUTED","P513510","BM 2012,6003.27","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","BM 2012,6003.27","British Museum, London, UK","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","Ur III (ca. 2100-2000 BC)","unpublished unassigned ?","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=513510, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0457","LAPIS-ATTRIBUTED","P513626","RT 30, 134","other (see object remarks)","","","","","","","","","NO FINDSPOT RECORDED","","","MNB 1928","Louvre Museum, Paris, France","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: lapis lazuli","ED IIIb (ca. 2500-2340 BC)","RT 30, 134","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=513626, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0458","LAPIS-ATTRIBUTED","P513630","Découvertes 2 pl. 05ter no. 2a, b","other (see object remarks)","","","","","","","","Girsu (mod. Tello)","FINDSPOT NAMED","","","AO 02676","Louvre Museum, Paris, France","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","metal: copper; stone: lapis lazuli; shell: nacre","ED IIIa (ca. 2600-2500 BC)","Découvertes 2 pl. 05ter no. 2a, b","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=513630, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
"MC-R-0459","LOOK-ALIKE-CONTROL","P513666","Studia Ethnographica Upsaliensia 13, pl.","seal (not impression)","","","","","","","","","NO FINDSPOT RECORDED","","","","private: ex-Hans Silvius von Aulock","2022-08-21","","NO FLAG","NOT ACCESSIBLE (SRC-099; no LICENSE file in the retrieved repository; D-055)","stone: jasper","Old Babylonian (ca. 1900-1600 BC)","Studia Ethnographica Upsaliensia 13, pl.","PROVISIONAL","SRC-102","cdli_cat.csv row id_text=513666, columns material, provenience, collection, museum_no, acquisition_history, photo_up","2026-09-08","Material is CDLI's cataloguing, not an analysis; no column in the source can cite one. Status is PROVISIONAL and not VERIFIED because a single catalogue is one source: what is VERIFIED is that CDLI records this, and that is what the locator points at."
