res_id,lemma,lemma_id,word_class,segmentation,retroflex_verdicts,formal_class,tokens,hymns,books,arnold_strata,majority_stratum,grassmann_gloss,source_id,retrieval_date,note
RES-131,daṇḍá-,lemma_daRqa_4062,nominal stem,d a ṇ ḍ a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,7:1,P:1,Popular,"Stock, Stab (später auch 'Strafe')",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-132,duḥṣáhas-,lemma_duHzaha_4375,nominal stem,d u ḥ ṣ a h a s,ṣ=UNCONDITIONED(no RUKI trigger (after ḥ)),F5-residue,1,1,9:1,N:1,Normal,"?, 'mit schlechter Kraft'? (sáhas-?) SAH?",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-133,dáśoṇya-,lemma_daSoRya_4149,nominal stem,d a ś o ṇ y a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"N. pr., Name eines Opferherrn, Sohn des Pūtakratu",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-134,dūṇáśa-,lemma_dURaSa_4382,nominal stem,d ū ṇ a ś a,ṇ=UNCONDITIONED(no nati trigger),F3-dū-compound,1,1,3:1,N:1,Normal,"kaum zu erreichen, schwer erreichbar",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-135,gáṇya-,lemma_gaRya_2884,nominal stem,g a ṇ y a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,3:1,N:1,Normal,zu einer Schar gehörig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-136,hiraṇyapiṇḍá-,lemma_hiraRyapiRqa_10680,nominal stem,h i r a ṇ y a p i ṇ ḍ a,ṇ=CONDITIONED(nati after r); ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,6:1,A:1,Archaic,Goldklumpen,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-137,hī́ḍ-,lemma_hIq_10711,nominal stem,h ī ḍ,ḍ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,A:1,Archaic,Zorn,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-138,iṭát-,lemma_iwatas_1680,nominal stem,i ṭ a t,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,C:1,Cretic,"N. pr., offenbar GSg. eines Eigennamens",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-139,janāṣáh-,lemma_janAzah_3399,nominal stem,j a n ā ṣ a h,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,1:1,C:1,Cretic,"{fremde} Völkerschaften überwältigend, besiegend (?)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-140,jañjaṇābhávant-,lemma_jaYjaRABavat_3383,nominal stem,j a ñ j a ṇ ā bh a v a n t,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,N:1,Normal,flackernd (lautsymbolische Wiedergabe eines Gesichtseindrucks),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-141,jáḷhu-,lemma_jaQu_3387,nominal stem,j a ḷh u,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,8:1,A:1,Archaic,Bedeutung unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-142,jáṭhala-,lemma_jaWala_3386,nominal stem,j a ṭh a l a,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,C:1,Cretic,vielleicht etwa 'bauchig',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-143,jáṭhara-,lemma_jaWara_3385,nominal stem,j a ṭh a r a,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,C:1,Cretic,vielleicht etwa 'bauchig',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-144,kaváṣa-,lemma_kavaza_2486,nominal stem,k a v a ṣ a,ṣ=UNCONDITIONED(no RUKI trigger (after a)),F5-residue,1,1,7:1,C:1,Cretic,"N. pr., Name eines R̥ṣi",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-145,krīḷumánt-,lemma_krIqumat_2761,nominal stem,k r ī ḷ u m a n t,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,S:1,Strophic,"ausgelassen, tollend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-146,krīḷú-,lemma_krIqu_2760,nominal stem,k r ī ḷ u,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,9:1,N:1,Normal,"ausgelassen, tollend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-147,kr̥pánīḷa-,lemma_kfpanIqa_2676,nominal stem,k r̥ p a n ī ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,A:1,Archaic,"Beiwort von Agni; unklar, vielleicht 'Nestbereiter', oder: 'die Wohnstätte herrichtend, ordnend'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-148,kuṇḍapā́yya-,lemma_kuRqapAyya_2588,nominal stem,k u ṇ ḍ a p ā y y a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,8:1,S:1,Strophic,wohl Bezeichnung eines bestimmten Soma-Opfers 'aus Krügen zu trinken',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-149,kuṇḍr̥ṇā́cī-,lemma_kuRqfRAcI_2589,nominal stem,k u ṇ ḍ r̥ ṇ ā c ī,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ); ṇ=CONDITIONED(nati after r̥),F5-residue,1,1,1:1,C:1,Cretic,ein nicht näher bekanntes Tier,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-150,kárūḷatin-,lemma_karUqatin_2450,nominal stem,k a r ū ḷ a t i n,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,4:1,S:1,Strophic,"zahnlückig, mit schadhaften Zähnen",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-151,káṇvahotar-,lemma_kaRvahotf_2393,nominal stem,k a ṇ v a h o t a r,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,5:1,A:1,Archaic,einen káṇva- zum Priester habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-152,káṇvamant-,lemma_kaRvamat_2391,nominal stem,k a ṇ v a m a n t,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,wie von káṇva- bereitet,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-153,káṇvasakhi-,lemma_kaRvasaKi_2392,nominal stem,k a ṇ v a s a kh i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,A:1,Archaic,GM: des káṇva- Freund (von Agni gesagt),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-154,káṭuka-,lemma_kawuka_2388,nominal stem,k a ṭ u k a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"scharf, beissend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-155,kévaṭa-,lemma_kevawa_2713,nominal stem,k e v a ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,6:1,C:1,Cretic,Grube,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-156,kúṇāru-,lemma_kuRAru_2586,nominal stem,k u ṇ ā r u,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,3:1,N:1,Normal,angeblich 'lahm (am Arm)',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-157,kúṭa-,lemma_kUwa_2639,nominal stem,k u ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,S:1,Strophic,"N. pr. ? (so GM, etc.), aber als Name ganz fraglich; vielleicht 'Haus, Heim' oder 'Krug'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-158,kāṇa-,lemma_kARa_2513,nominal stem,k ā ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,P:1,Popular,einäugig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-159,kāṇuká-,lemma_kARuka_2514,nominal stem,k ā ṇ u k a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"(Bedeutung, Etymologie unklar)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-160,kāṇvāyana-,lemma_kARvAyana_2516,nominal stem,k ā ṇ v ā y a n a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"N. pr.; von káṇva- abstammend, die vedische Sängerfamilie der káṇva-",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-161,kāṭá-,lemma_kAwa_2512,nominal stem,k ā ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,C:1,Cretic,"Grube, Tiefe",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-162,kī́kaṭa-,lemma_kIkawa_2566,nominal stem,k ī k a ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,3:1,C:1,Cretic,Plur. Name eines nicht-arischen Volkes,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-163,kŕ̥pīṭa-,lemma_kfpIwa_2679,nominal stem,k r̥ p ī ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"wohl 'Buschwerk, Gestrüpp'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-164,kū́ṭa-,lemma_kuwa_2585,nominal stem,k ū ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"wohl: 'Hammer, Keule'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-165,mahā́vaṭūrin-,lemma_mahAvawUrin_6726,nominal stem,m a h ā v a ṭ ū r i n,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,P:1,Popular,wohl 'stark geharnischt',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-166,maṇigrīva-,lemma_maRigrIva_6511,nominal stem,m a ṇ i g r ī v a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,1:1,A:1,Archaic,Schmuck am Hals tragend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-167,maṇí-,lemma_maRi_6510,nominal stem,m a ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,1:1,N:1,Normal,am Hals getragener Schmuck,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-168,maṇḍūkī́-,lemma_maRqUkI_6513,nominal stem,m a ṇ ḍ ū k ī,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,10:1,P:1,Popular,Frosch,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-169,maṇḍūradhāṇika-,lemma_maRqUraDARika_6515,nominal stem,m a ṇ ḍ ū r a dh ā ṇ i k a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ); ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,P:1,Popular,"etwa 'mit rostiger, (von den menses) beschmutzter Scham'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-170,mádhupāṇi-,lemma_maDupARi_6558,nominal stem,m a dh u p ā ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,C:1,Cretic,"Süssigkeit, die Soma-Süssigkeit in den Händen tragend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-171,mīḷhúṣṭama-,lemma_miTas_6843,nominal stem,m ī ḷh u ṣ ṭ a m a,ḷh=UNCONDITIONED(no cluster source); ṣ=CONDITIONED(RUKI after u); ṭ=CONDITIONED(cluster after ṣ),F2-aspirated-retroflex,1,1,1:1,S:1,Strophic,am meisten belohnend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-172,naḷá-,lemma_nada_4814,nominal stem,n a ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,P:1,Popular,"Schilfrohr, Rohr",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-173,nicumpuṇá-,lemma_nicumpuRa_4951,nominal stem,n i c u m p u ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"ohne gesicherte Interpretation, die Bedeutung liegt vielleicht (?) im Bereich von 'Schwall, Guss, sprudelnd'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-174,niṇík,lemma_niRik_4958,invariable,n i ṇ i k,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,4:1,S:1,Strophic,wahrscheinlich 'geheimgehalten' oder 'Geheimnis',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-175,niṣṣapín-,lemma_nizzapin_5045,nominal stem,n i ṣ ṣ a p i n,ṣ=CONDITIONED(RUKI after i); ṣ=UNCONDITIONED(no RUKI trigger (after ṣ)),F5-residue,1,1,1:1,A:1,Archaic,etwa: 'verschwenderisch',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-176,nāḷī́-,lemma_nAri_4927,nominal stem,n ā ḷ ī,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"Pfeife, Röhre, Flöte, Ader",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-177,nīḷí-,lemma_nIqi_5063,nominal stem,n ī ḷ i,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,N:1,Normal,Nestgenosse,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-178,ogaṇá-,lemma_ogaRa_2339,nominal stem,o g a ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,N:1,Normal,wohl 'machtvoll',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-179,prakrīḷín-,lemma_prakrIqin_5840,nominal stem,p r a k r ī ḷ i n,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,7:1,S:1,Strophic,"springend, scherzend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-180,pravoḷhár-,lemma_pravoQf_5992,nominal stem,p r a v o ḷh a r,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,2:1,N:1,Normal,Entführer,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-181,práṣṭimant-,lemma_prazwimat_6004,nominal stem,p r a ṣ ṭ i m a n t,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,6:1,A:1,Archaic,mit Seitenpferden versehen,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-182,pr̥tanāṣā́hya-,lemma_pftanAzAhya_5749,nominal stem,p r̥ t a n ā ṣ ā h y a,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,3:1,S:1,Strophic,Sieg in den Schlachten,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-183,pr̥thúpāṇi-,lemma_pfTupARi_5771,nominal stem,p r̥ th u p ā ṇ i,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,2:1,N:1,Normal,wei ausgebreitete Hände habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-184,puruniṣṣídh-,lemma_purunizziD_5594,nominal stem,p u r u n i ṣ ṣ i dh,ṣ=CONDITIONED(RUKI after i); ṣ=UNCONDITIONED(no RUKI trigger (after ṣ)),F5-residue,1,1,1:1,N:1,Normal,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-185,puruniṣṣídhvan-,lemma_purunizziDvan_5595,nominal stem,p u r u n i ṣ ṣ i dh v a n,ṣ=CONDITIONED(RUKI after i); ṣ=UNCONDITIONED(no RUKI trigger (after ṣ)),F5-residue,1,1,4:1,N:1,Normal,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-186,purāṣáh-,lemma_purAsah_5564,nominal stem,p u r ā ṣ a h,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,10:1,A:1,Archaic,"von alters her siegreich, überlegen, der schon zuvor als Sieger feststeht",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-187,puṇḍárīka-,lemma_puRqarIka_5530,nominal stem,p u ṇ ḍ a r ī k a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,10:1,P:1,Popular,Lotos,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-188,páḍgr̥bhi-,lemma_paqgfBi_5182,nominal stem,p a ḍ g r̥ bh i,ḍ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,A:1,Archaic,"Name eines Mannes (oder Dämons), der durch Indra dem Savya unterworfen wurde ('am Fuss ergreifend'?)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-189,páṭharvan-,lemma_paWarvan_5180,nominal stem,p a ṭh a r v a n,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,C:1,Cretic,"Name eines Mannes, Schützlings der Aśvin",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-190,píṇḍa-,lemma_piRqa_5473,nominal stem,p i ṇ ḍ a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,1:1,P:1,Popular,"Klumpen, Fleischklumpen, Fleischkloss, runde Masse, Kugel",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-191,píṭhīnas-,lemma_piWInas_5472,nominal stem,p i ṭh ī n a s,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,6:1,A:1,Archaic,"N. pr. eines Günstlings des Indra, wohl 'breitnasig' < *pr̥thi-Hnas-",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-192,púṇya-,lemma_puRya_5531,nominal stem,p u ṇ y a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,2:1,P:1,Popular,"günstig, glücklich, schön, gut",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-193,púṇyagandha-,lemma_puRyaganDa_5532,nominal stem,p u ṇ y a g a n dh a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,7:1,P:1,Popular,schön duftend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-194,pārṣadvāṇá-,lemma_pArzadvARa_5451,nominal stem,p ā r ṣ a d v ā ṇ a,ṣ=CONDITIONED(RUKI after r); ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"Nachkomme des pr̥ṣadvāṇa, Name eines Opferherrn",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-195,rathoḷha-,lemma_raToQa_7286,nominal stem,r a th o ḷh a,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,10:1,A:1,Archaic,auf dem Wagen fahrend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-196,reṇúkakāṭa-,lemma_reRukakAwa_7475,nominal stem,r e ṇ u k a k ā ṭ a,ṇ=CONDITIONED(nati after r); ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,6:1,P:1,Popular,mit bestäubtem Hinterkopf,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-197,rā́ṇḍya-,lemma_rARqya_7371,nominal stem,r ā ṇ ḍ y a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,6:1,A:1,Archaic,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-198,rā́ṣṭrī- 1,lemma_rAzwrI_7395,nominal stem,r ā ṣ ṭ r ī,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,6:1,A:1,Archaic,,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-199,sahásramīḷha-,lemma_sahasramIQa_9561,nominal stem,s a h a s r a m ī ḷh a,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,1:1,C:1,Cretic,tausend Kämpfe bietend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-200,sthāṇú-,lemma_sTARu_10270,nominal stem,s th ā ṇ u,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,C:1,Cretic,"Baumstumpf, Pfosten, Pflock, Pfahl",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-201,sumádgaṇa-,lemma_sumadgaRa_9896,nominal stem,s u m a d g a ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,2:1,N:1,Normal,"samt der Schar, zusammengeschart",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
