"passage_id","stanza","book","hymn","stanza_n","n_family_tokens","family_surfaces","family_lemmas","family_padas","family_morphology","n_padas","arnold_metre_labels","arnold_stratum_code","arnold_stratum","stratum_certainty","addressee","poet_group","stanza_properties_flags","samhita_text","padapatha","translations_present","translations_absent","source_id","retrieval_date","supports_page","notes"
"PUR-P-054","06.020.10","6","20","10","1","púraḥ","púr-","c","c3 case=ACC|gender=F|number=PL","4","M M MR M","A","Archaic","certain","Indra","2. group: hymns to Indra","(none)","sanéma té 'vasā návya indra prá pūráva stavanta enā́ yajñaíḥ / saptá yát púraḥ śárma śā́radīr dárd dhán dā́sīḥ purukútsāya śíkṣan","sanema | te | avasā | navyaḥ | indra | pra | pūravaḥ | stavante | enā | yajñaiḥ | sapta | yat | puraḥ | śarma | śāradīḥ | darta | han | dāsīḥ | puru-kutsāya | śikṣan","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-055","06.031.04","6","31","4","1","púraḥ","púr-","b","b1 case=ACC|gender=F|number=PL","5","M M M M M","n","Normal","metrical-variations-only","Indra","2. group: hymns to Indra","(none)","tváṁ śatā́ny áva śámbarasya púro jaghanthāpratī́ni dásyoḥ / áśikṣo yátra śácyā śacīvo dívodāsāya sunvaté sutakre bharádvājāya gr̥ṇaté vásūni","tvam | śatāni | ava | śambarasya | puraḥ | jaghantha | apratīni | dasyoḥ | aśikṣaḥ | yatra | śacyā | śacī-vaḥ | divaḥ-dāsāya | sunvate | suta-kre | bharat-vājāya | gr̥ṇate | vasūni","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","Arnold assigns this stanza's period on metrical variations alone (lowercase code); lower confidence than the uppercase assignments. No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-056","06.032.03","6","32","3","2","púraḥ purohā́","púr- purohán-","c c","c1 case=ACC|gender=F|number=PL ; c2 case=NOM|gender=M|number=SG","4","M M M M","n","Normal","metrical-variations-only","Indra","2. group: hymns to Indra","(none)","sá váhnibhir ŕ̥kvabhir góṣu śáśvan mitájñubhiḥ purukŕ̥tvā jigāya / púraḥ purohā́ sákhibhiḥ sakhīyán dr̥ḷhā́ ruroja kavíbhiḥ kavíḥ sán","saḥ | vahni-bhiḥ | r̥kva-bhiḥ | goṣu | śaśvat | mitajñu-bhiḥ | puru-kr̥tvā | jigāya | puraḥ | puraḥ-hā | sakhi-bhiḥ | sakhi-yan | dr̥l̥hā | ruroja | kavi-bhiḥ | kaviḥ | san","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","Arnold assigns this stanza's period on metrical variations alone (lowercase code); lower confidence than the uppercase assignments. Carries 2 family tokens; a token-unit count would enter this passage more than once. No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-057","06.048.08","6","48","8","1","pūrbhíḥ","púr-","c","c2 case=INS|gender=F|number=PL","5","M M M M M","A","Archaic","certain","Agni, the Maruts and Pusan","2. group: hymns to Indra","(none)","víśvāsāṁ gr̥hápatir viśā́m asi tvám agne mā́nuṣīṇām / śatám pūrbhír yaviṣṭha pāhy áṁhasaḥ sameddhā́raṁ śatáṁ hímā stotŕ̥bhyo yé ca dádati","viśvāsām | gr̥ha-patiḥ | viśām | asi | tvam | agne | mānuṣīṇām | śatam | pūḥ-bhiḥ | yaviṣṭha | pāhi | aṁhasaḥ | sam-eddhāram | śatam | himāḥ | stotr̥-bhyaḥ | ye | ca | dadati","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-058","06.073.02","6","73","2","1","púraḥ","púr-","c","c4 case=ACC|gender=F|number=PL","4","M M M M","C","Cretic","certain","Brihaspati","5. group: hymns to various gods","(none)","jánāya cid yá ī́vata ulokám bŕ̥haspátir deváhūtau cakā́ra / ghnán vr̥trā́ṇi ví púro dardarīti jáyañ chátrūm̐r amítrān pr̥tsú sā́han","janāya | cit | yaḥ | īvate | oṁ iti | lokam | br̥haspatiḥ | deva-hūtau | cakāra | ghnan | vr̥trāṇi | vi | puraḥ | dardarīti | jayan | śatrūn | amitrān | pr̥t-su | sāhan","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-059","07.003.07","7","3","7","1","pūrbhíḥ","púr-","d","d2 case=INS|gender=F|number=PL","4","M M M M","S","Strophic","certain","Agni","1. group: hymns to Agni","(none)","yáthā vaḥ svā́hāgnáye dā́śema párī́ḷābhir ghr̥távadbhiś ca havyaíḥ / tébhir no agne ámitair máhobhiḥ śatám pūrbhír ā́yasībhir ní pāhi","yathā | vaḥ | svāhā | agnaye | dāśema | pari | il̥ābhiḥ | ghr̥tavat-bhiḥ | ca | havyaiḥ | tebhiḥ | naḥ | agne | amitaiḥ | mahaḥ-bhiḥ | śatam | pūḥ-bhiḥ | āyasībhiḥ | ni | pāhi","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-060","07.005.03","7","5","3","1","púraḥ","púr-","d","d1 case=ACC|gender=F|number=PL","4","M M M M","C","Cretic","certain","Agni Vaisvanara","1. group: hymns to Agni","(none)","tvád bhiyā́ víśa āyann ásiknīr asamanā́ jáhatīr bhójanāni / vaíśvānara pūráve śóśucānaḥ púro yád agne daráyann ádīdeḥ","tvat | bhiyā | viśaḥ | āyan | asiknīḥ | asamanāḥ | jahatīḥ | bhojanāni | vaiśvānara | pūrave | śośucānaḥ | puraḥ | yat | agne | darayan | adīdeḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-061","07.006.02","7","6","2","1","puraṃdarásya","puraṃdará-","c","c1 case=GEN|gender=M|number=SG","4","M M M M","S","Strophic","certain","Agni Vaisvanara","1. group: hymns to Agni","(none)","kavíṁ ketúṁ dhāsím bhānúm ádrer hinvánti śáṁ rājyáṁ ródasyoḥ / puraṁdarásya gīrbhír ā́ vivāse 'gnér vratā́ni pūrvyā́ mahā́ni","kavim | ketum | dhāsim | bhānum | adreḥ | hinvanti | śam | rājyam | rodasyoḥ | puram-darasya | gīḥ-bhiḥ | ā | vivāse | agneḥ | vratāni | pūrvyā | mahāni","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-062","07.015.14","7","15","14","1","pū́ḥ","púr-","c","c1 case=NOM|gender=F|number=SG","3","MO MO MO","C","Cretic","certain","Agni","1. group: hymns to Agni","(none)","ádhā mahī́ na ā́yasy ánādhr̥ṣṭo nŕ̥pītaye / pū́r bhavā śatábhujiḥ","agne | mahī | naḥ | āyasī | anādhr̥ṣṭaḥ | nr̥-pītaye | pūḥ | bhava | śata-bhujiḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-063","07.016.10","7","16","10","1","pūrbhíḥ","púr-","d","d2 case=INS|gender=F|number=PL","4","M M M M","S","Strophic","certain","Agni","1. group: hymns to Agni","(none)","yé rā́dhāṁsi dádaty áśvyā maghā́ kā́mena śrávaso maháḥ / tā́m̐ áṁhasaḥ pipr̥hi partŕ̥bhiṣ ṭváṁ śatám pūrbhír yaviṣṭhya","ye | rādhāṁsi | dadati | aśvyā | maghā | kāmena | śravasaḥ | mahaḥ | tān | aṁhasaḥ | pipr̥hi | partr̥-bhiḥ | tvam | śatam | pūḥ-bhiḥ | yaviṣṭhya","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-064","07.018.13","7","18","13","1","púraḥ","púr-","b","b2 case=ACC|gender=F|number=PL","4","M M M M","C","Cretic","certain","Indra","2. group: hymns to Indra","(none)","ví sadyó víśvā dr̥ṁhitā́ny eṣām índraḥ púraḥ sáhasā saptá dardaḥ / vy ā́navasya tŕ̥tsave gáyam bhāg jéṣma pūrúṁ vidáthe mr̥dhrávācam","vi | sadyaḥ | viśvā | dr̥ṁhitāni | eṣām | indraḥ | puraḥ | sahasā | sapta | dardaḥ | vi | ānavasya | tr̥tsave | gayam | bhāk | jeṣma | pūrum | vidathe | mr̥dhra-vācam","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-065","07.019.05","7","19","5","1","púraḥ","púr-","b","b3 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Indra","2. group: hymns to Indra","(none)","táva cyautnā́ni vajrahasta tā́ni náva yát púro navatíṁ ca sadyáḥ / nivéśane śatatamā́viveṣīr áhañ ca vr̥tráṁ námucim utā́han","tava | cyautnāni | vajra-hasta | tāni | nava | yat | puraḥ | navatim | ca | sadyaḥ | ni-veśane | śata-tamā | aviveṣīḥ | ahan | ca | vr̥tram | namucim | uta | ahan","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-066","07.021.04","7","21","4","1","púraḥ","púr-","c","c2 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Indra","2. group: hymns to Indra","(none)","bhīmó viveṣā́yudhebhir eṣām ápāṁsi víśvā náryāṇi vidvā́n / índraḥ púro járhr̥ṣāṇo ví dūdhod ví vájrahasto mahinā́ jaghāna","bhīmaḥ | viveṣa | āyudhebhiḥ | eṣām | apāṁsi | viśvā | naryāṇi | vidvān | indraḥ | puraḥ | jarhr̥ṣāṇaḥ | vi | dūdhot | vi | vajra-hastaḥ | mahinā | jaghāna","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-067","07.026.03","7","26","3","1","púraḥ","púr-","d","d3 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Indra","2. group: hymns to Indra","(none)","cakā́ra tā́ kr̥ṇávan nūnám anyā́ yā́ni bruvánti vedhásaḥ sutéṣu / jánīr iva pátir ékaḥ samānó ní māmr̥je púra índraḥ sú sárvāḥ","cakāra | tā | kr̥ṇavat | nūnam | anyā | yāni | bruvanti | vedhasaḥ | suteṣu | janīḥ-iva | patiḥ | ekaḥ | samānaḥ | ni | mamr̥je | puraḥ | indraḥ | su | sarvāḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-068","07.052.01","7","52","1","1","pū́ḥ","púr-","b","b1 case=NOM|gender=F|number=SG","4","M M M M","C","Cretic","certain","Adityas","3. group: hymns to all the gods","(none)","ādityā́so áditayaḥ syāma pū́r devatrā́ vasavo martyatrā́ / sánema mitrāvaruṇā sánanto bhávema dyāvāpr̥thivī bhávantaḥ","ādityāsaḥ | aditayaḥ | syāma | pūḥ | deva-trā | vasavaḥ | martya-trā | sanema | mitrāvaruṇā | sanantaḥ | bhavema | dyāvāpr̥thivī | bhavantaḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-069","07.095.01","7","95","1","1","pū́ḥ","púr-","b","b4 case=NOM|gender=F|number=SG","4","M M M M","S","Strophic","certain","Sarasvati or Sarasvat","10. group: hymns to divine pairs","(none)","prá kṣódasā dhā́yasā sasra eṣā́ sárasvatī dharúṇam ā́yasī pū́ḥ / prabā́badhānā rathyèva yāti víśvā apó mahinā́ síndhur anyā́ḥ","pra | kṣodasā | dhāyasā | sasre | eṣā | sarasvatī | dharuṇam | āyasī | pūḥ | pra-bābadhānā | rathyāiva | yāti | viśvāḥ | apaḥ | mahinā | sindhuḥ | anyāḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-070","07.099.05","7","99","5","1","púraḥ","púr-","b","b2 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Vishnu, Indra and Vishnu","11. group: hymns to Vishnu","(none)","índrāviṣṇū dr̥ṁhitā́ḥ śámbarasya náva púro navatíṁ ca śnathiṣṭam / śatáṁ varcínaḥ sahásraṁ ca sākáṁ hathó apraty ásurasya vīrā́n","indrāviṣṇūiti | dr̥ṁhitāḥ | śambarasya | nava | puraḥ | navatim | ca | śnath iṣṭam | śatam | varcinaḥ | sahasram | ca | sākam | hathaḥ | aprati | asurasya | vīrān","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-071","08.001.07","8","1","7","1","puraṃdara","puraṃdará-","c","c4 case=VOC|gender=M|number=SG","4","M M M M","S","Strophic","certain","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","(none)","kvèyatha kvéd asi purutrā́ cid dhí te mánaḥ / álarṣi yudhma khajakr̥t puraṁdara prá gāyatrā́ agāsiṣuḥ","kva | iyatha | kva | it | asi | puru-trā | cit | hi | te | manaḥ | alarṣi | yudhma | khaja-kr̥t | puram-dara | pra | gāyatrāḥ | agāsiṣuḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-072","08.001.08","8","1","8","2","puraṃdaráḥ púraḥ","puraṃdará- púr-","b d","b3 case=NOM|gender=M|number=SG ; d4 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","(none)","prā́smai gāyatrám arcata vāvā́tur yáḥ puraṁdaráḥ / yā́bhiḥ kāṇvásyópa barhír āsádaṁ yā́sad vajrī́ bhinát púraḥ","pra | asmai | gāyatram | arcata | vavātuḥ | yaḥ | param-daraḥ | yābhiḥ | kāṇvasya | upa | barhiḥ | āsadam | yāsat | vajrī | bhinat | puraḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","Carries 2 family tokens; a token-unit count would enter this passage more than once. No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-073","08.001.28","8","1","28","1","púram","púr-","a","a2 case=ACC|gender=F|number=SG","4","M M M M","S","Strophic","certain","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","(none)","tvám púraṁ cariṣṇvàṁ vadhaíḥ śúṣṇasya sám piṇak / tvám bhā́ ánu caro ádha dvitā́ yád indra hávyo bhúvaḥ","tvam | puram | cariṣṇvam | vadhaiḥ | śuṣṇasya | sam | piṇak | tvam | bhāḥ | anu | caraḥ | adha | dvitā | yat | indra | havyaḥ | bhuvaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-074","08.006.23","8","6","23","1","púram","púr-","b","b1 case=ACC|gender=F|number=SG","3","MO MO MO","S","Strophic","certain","Indra","2. group: hymns of Vatsa","(none)","ā́ na indra mahī́m íṣam púraṁ ná darṣi gómatīm / utá prajā́ṁ suvī́ryam","ā | naḥ | indra | mahīm | iṣam | puram | na | darṣi | go--matīm | uta | pra-jām | su-vīryam","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-075","08.017.14","8","17","14","1","purā́m","púr-","c","c3 case=GEN|gender=F|number=PL","4","M M M M","A","Archaic","certain","Indra","3. group: various sons of Kanva","grassmann","vā́stoṣ pate dhruvā́ sthū́ṇā́ṁsatraṁ somyā́nām / drapsó bhettā́ purā́ṁ śáśvatīnām índro múnīnāṁ sákhā","vāstoḥ | pate | dhruvā | sthūṇā | aṁsatram | somyānām | drapsaḥ | bhettā | purām | śaśvatīnām | indraḥ | munīnām | sakhā","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-076","08.032.05","8","32","5","1","púram","púr-","c","c1 case=ACC|gender=F|number=SG","3","MO MO MO","S","Strophic","certain","Indra","7. group: hymns of Medhatithi and other Kanva sons","(none)","sá gór áśvasya ví vrajám mandānáḥ somyébhyaḥ / púraṁ ná śūra darṣasi","saḥ | goḥ | aśvasya | vi | vrajam | mandānaḥ | somyebhyaḥ | puram | na | śūra | darṣasi","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-077","08.033.05","8","33","5","1","pūrbhít","pūrbhíd-","d","d3 case=NOM|gender=M|number=SG","4","M M M M","S","Strophic","certain","Indra","7. group: hymns of Medhatithi and other Kanva sons","(none)","yáḥ suṣavyáḥ sudákṣiṇa inó yáḥ sukrátur gr̥ṇé / yá ākaráḥ sahásrā yáḥ śatā́magha índro yáḥ pūrbhíd āritáḥ","yaḥ | su-savyaḥ | su-dakṣiṇaḥ | inaḥ | yaḥ | su-kratuḥ | gr̥ṇe | yaḥ | ākaraḥ | sahasrā | yaḥ | śata-maghaḥ | indraḥ | yaḥ | pūḥ-bhit | āritaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-078","08.033.07","8","33","7","1","púraḥ","púr-","c","c3 case=ACC|gender=F|number=PL","4","M M M M","S","Strophic","certain","Indra","7. group: hymns of Medhatithi and other Kanva sons","(none)","ká īṁ veda suté sácā píbantaṁ kád váyo dadhe / ayáṁ yáḥ púro vibhinátty ójasā mandānáḥ śipry ándhasaḥ","kaḥ | īm | veda | sute | sacā | pibantam | kat | vayaḥ | dadhe | ayam | yaḥ | puraḥ | vi-bhinatti | ojasā | mandānaḥ | śiprī | andhasaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-079","08.053.01","8","53","1","1","pūrbhíttamam","pūrbhíttama-","c","c1 case=ACC|gender=M|number=SG|degree=SUP","4","MV MV MV MVR","S","Strophic","certain","Indra","11. group:  Valakhilya-hymns","(none)","upamáṁ tvā maghónāṁ jyéṣṭhaṁ ca vr̥ṣabhā́ṇām / pūrbhíttamam maghavann indra govídam ī́śānaṁ rāyá īmahe","upa-mam | tvā | maghonām | jyeṣṭham | ca | vr̥ṣabhāṇām | purbhit-tamam | magha-van | indra | go--vidam | īśānam | rāyaḥ | īmahe","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-080","08.061.08","8","61","8","1","puraṃdarám","puraṃdará-","c","c2 case=ACC|gender=M|number=SG","4","M M M M","A","Archaic","certain","Indra","12. group: hymns of Pragatha and other Kanva-sons","(none)","tvám purū́ sahásrāṇi śatā́ni ca yūthā́ dānā́ya maṁhase / ā́ puraṁdaráṁ cakr̥ma vípravacasa índraṁ gā́yantó 'vase","tvam | puru | sahasrāṇi | śatāni | ca | yūthā | dānāya | maṁhase | ā | puram-daram | cakr̥ma | vipra-vacasaḥ | indram | gāyantaḥ | avase","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-081","08.061.10","8","61","10","1","puraṃdaráḥ","puraṃdará-","a","a3 case=NOM|gender=M|number=SG","4","M M MR MR","A","Archaic","certain","Indra","12. group: hymns of Pragatha and other Kanva-sons","(none)","ugrábāhur mrakṣakŕ̥tvā puraṁdaró yádi me śr̥ṇávad dhávam / vasūyávo vásupatiṁ śatákratuṁ stómair índraṁ havāmahe","ugra-bāhuḥ | mrakṣa-kr̥tvā | puram-daraḥ | yadi | me | śr̥ṇavat | havam | vasūyavo vasupatiṁ śatakratum stomair indram havāmahe","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
