"rej_id","target","classification","p_number","line_ref","raw_token","line","source_id","retrieval_date"
"DRX-0324","DILMUN","REJECT-NOT-TOPONYM","P212558","5","ama-dilmunx(|SAL.HUB2|)","dumu ama-dilmunx(|SAL.HUB2|)","SRC-103","2026-09-08"
"DRX-0325","DILMUN","REJECT-NOT-TOPONYM","P216274","8","dilmunx(|ASZ.DILMUN|)","4(asz@c) ma2 dilmunx(|ASZ.DILMUN|)","SRC-103","2026-09-08"
"DRX-0326","DILMUN","REJECT-NOT-TOPONYM","P010086","6","dilmunx(|SAL.HUB2|)","szum2 dilmunx(|SAL.HUB2|)","SRC-103","2026-09-08"
"DRX-0327","DILMUN","REJECT-NOT-TOPONYM","P010093","17","dilmunx(|SAL.HUB2|)","dilmunx(|SAL.HUB2|) AL","SRC-103","2026-09-08"
"DRX-0328","DILMUN","REJECT-NOT-TOPONYM","P010093","18","dilmunx(|SAL.HUB2|)","dilmunx(|SAL.HUB2|) AL balag","SRC-103","2026-09-08"
"DRX-0329","DILMUN","REJECT-NOT-TOPONYM","P010442","1","dilmunx(|SAL.HUB2|)#","lu2 dilmunx(|SAL.HUB2|)#","SRC-103","2026-09-08"
"DRX-0330","DILMUN","REJECT-NOT-TOPONYM","P245311","1","gin#-[DILMUN]","[|GA2xLA2|] x gin#-[DILMUN]","SRC-103","2026-09-08"
"DRX-0331","DILMUN","REJECT-NOT-TOPONYM","P216286","3","ma2-dilmunx(|ASZ.DILMUN|)","ma2-dilmunx(|ASZ.DILMUN|) du8-ni ru-a","SRC-103","2026-09-08"
"DRX-0332","DILMUN","REJECT-NOT-TOPONYM","P216090","18","nin#-kur-sze3-dilmunx(|SAL.HUB2|)#?-mah#","[...] nin#-kur-sze3-dilmunx(|SAL.HUB2|)#?-mah#","SRC-103","2026-09-08"
"DRX-0333","DILMUN","REJECT-NOT-TOPONYM","P242433","4","|GIN2:DILMUN|","|GIN2:DILMUN|","SRC-103","2026-09-08"
"DRX-0334","MAGAN","REJECT-NOT-TOPONYM","P379399","4","<ama>-gan-me","2(u) 1/2(disz) sipa udu <ama>-gan-me","SRC-103","2026-09-08"
"DRX-0335","MAGAN","REJECT-DIVINE-NAME","P246947","8","DINGIR-sza-ma-gan","DINGIR-sza-ma-gan","SRC-103","2026-09-08"
"DRX-0336","MAGAN","REJECT-DIVINE-NAME","P246955","18","DINGIR-sza-ma-gan","DINGIR-sza-ma-gan","SRC-103","2026-09-08"
"DRX-0337","MAGAN","REJECT-DIVINE-NAME","P241582","3","NI-lam-{d}sza-ma-gan","NI-lam-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0338","MAGAN","REJECT-DIVINE-NAME","P246960","18'","UR-[{d}sza]-ma-gan","UR-[{d}sza]-ma-gan","SRC-103","2026-09-08"
"DRX-0339","MAGAN","REJECT-NOT-TOPONYM","P227768","16'","[ama]-gan","[ama]-gan","SRC-103","2026-09-08"
"DRX-0340","MAGAN","REJECT-NOT-TOPONYM","P227863","3'","[ama]-gan#","[ama]-gan#","SRC-103","2026-09-08"
"DRX-0341","MAGAN","REJECT-NOT-TOPONYM","P466646","28'","[x]-mes-ma2#-kan-na_","[...]-hu# _{gesz}szur-min3# [x]-mes-ma2#-kan-na_ nap-har _gesz#-mesz#_ [x x]-hu-ma u2#-[...]","SRC-103","2026-09-08"
"DRX-0342","MAGAN","REJECT-NOT-TOPONYM","P411136","5","_ama-gan","_ama-gan ab2 er2-ra du5-mu-zu ma-a-a e-re7-esz_","SRC-103","2026-09-08"
"DRX-0343","MAGAN","REJECT-NOT-TOPONYM","P261018","13","_gesz-mes-ma2-gan-na","gi-isz-ra sza _gesz-mes-ma2-gan-na","SRC-103","2026-09-08"
"DRX-0344","MAGAN","REJECT-DIVINE-NAME","P274151","2","_lu2_-sza-ma-gan","_lu2_-sza-ma-gan","SRC-103","2026-09-08"
"DRX-0345","MAGAN","REJECT-NOT-TOPONYM","P345516","16'","_{gesz}mesz-ma2-kan-na","_{gesz}mesz-ma2-kan-na ad-[x_ x]","SRC-103","2026-09-08"
"DRX-0346","MAGAN","REJECT-NOT-TOPONYM","P345515","32","_{gesz}mesz-ma2-kan-na_","_{gesz}mesz-ma2-kan-na_","SRC-103","2026-09-08"
"DRX-0347","MAGAN","REJECT-NOT-TOPONYM","P450505","14","_{gesz}mesz-ma2]-kan-na_","[... _{gesz}mesz-ma2]-kan-na_","SRC-103","2026-09-08"
"DRX-0348","MAGAN","REJECT-NOT-TOPONYM","P247798","17","ama#-gan","ama#-gan","SRC-103","2026-09-08"
"DRX-0349","MAGAN","REJECT-NOT-TOPONYM","P283756","5'","ama#-gan#-[...]","ama#-gan#-[...] nam-dumu#-ne-ne-sze3","SRC-103","2026-09-08"
"DRX-0350","MAGAN","REJECT-NOT-TOPONYM","P225936","3'","ama#-gan#{+ga#}","munus ama#-gan#{+ga#}","SRC-103","2026-09-08"
"DRX-0351","MAGAN","REJECT-NOT-TOPONYM","P123569","3","ama-[gan]","1(u) [...] 3(disz) szah2 ama-[gan]","SRC-103","2026-09-08"
"DRX-0352","MAGAN","REJECT-NOT-TOPONYM","P228063","27'","ama-[gan]","ama-[gan]","SRC-103","2026-09-08"
"DRX-0353","MAGAN","REJECT-NOT-TOPONYM","P216139","1","ama-gan","3(u@c) 2(asz@c) eme3 ama-gan","SRC-103","2026-09-08"
"DRX-0354","MAGAN","REJECT-NOT-TOPONYM","P228066","18","ama-gan","ama-gan","SRC-103","2026-09-08"
"DRX-0355","MAGAN","REJECT-NOT-TOPONYM","P228841","13","ama-gan","ama-gan","SRC-103","2026-09-08"
"DRX-0356","MAGAN","REJECT-NOT-TOPONYM","P235796","39","ama-gan","szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0357","MAGAN","REJECT-NOT-TOPONYM","P405569","11'","ama-gan","ama-gan inim dumu-ra bi2-in-du11-ga dumu-ra ba-an-da#-[DU]","SRC-103","2026-09-08"
"DRX-0358","MAGAN","REJECT-NOT-TOPONYM","P453580","1","ama-gan","1(u) 3(disz) szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0359","MAGAN","REJECT-NOT-TOPONYM","P453750","11","ama-gan","2(u) szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0360","MAGAN","REJECT-NOT-TOPONYM","P453750","17","ama-gan","2(u) szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0361","MAGAN","REJECT-NOT-TOPONYM","P453750","4","ama-gan","3(disz) ad3 szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0362","MAGAN","REJECT-NOT-TOPONYM","P453835","5","ama-gan","1(u) 2(disz) szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0363","MAGAN","REJECT-NOT-TOPONYM","P454111","1","ama-gan","5(disz) szah2 ama-gan iri","SRC-103","2026-09-08"
"DRX-0364","MAGAN","REJECT-NOT-TOPONYM","P248592","8","ama-gan","2(disz) eme3-mah2 ama-gan","SRC-103","2026-09-08"
"DRX-0365","MAGAN","REJECT-NOT-TOPONYM","P478976","79","ama-gan","szah2 ama-gan gu2 i7-da-ka nig2-silag-ga2 kar-kar-re","SRC-103","2026-09-08"
"DRX-0366","MAGAN","REJECT-NOT-TOPONYM","P499147","194","ama-gan","munus ama-gan","SRC-103","2026-09-08"
"DRX-0367","MAGAN","REJECT-NOT-TOPONYM","P499328","1","ama-gan","2(u) la2 1(disz@t)? szah2 ama-gan","SRC-103","2026-09-08"
"DRX-0368","MAGAN","REJECT-NOT-TOPONYM","P252797","2","ama-gan","sipa ama-gan","SRC-103","2026-09-08"
"DRX-0369","MAGAN","REJECT-NOT-TOPONYM","P206504","3'","ama-gan","nig2-ka9 ansze ama-gan e2-gal","SRC-103","2026-09-08"
"DRX-0370","MAGAN","REJECT-NOT-TOPONYM","P206513","2","ama-gan","8(disz) ansze ama-gan","SRC-103","2026-09-08"
"DRX-0371","MAGAN","REJECT-NOT-TOPONYM","P203598","6","ama-gan","ur-{d}ig-alim sipa ama-gan","SRC-103","2026-09-08"
"DRX-0372","MAGAN","REJECT-NOT-TOPONYM","P227858","11'","ama-gan#","ama-gan#","SRC-103","2026-09-08"
"DRX-0373","MAGAN","REJECT-NOT-TOPONYM","P203840","18'","ama-gan-[(x)]-ke4-ne-ta","ki sipa ama-gan-[(x)]-ke4-ne-ta","SRC-103","2026-09-08"
"DRX-0374","MAGAN","REJECT-NOT-TOPONYM","P225937","5'","ama-gan-[...]","ama-gan-[...]","SRC-103","2026-09-08"
"DRX-0375","MAGAN","REJECT-NOT-TOPONYM","P389025","7","ama-gan-da","[ki] sipa ansze ama-gan-da tusz-[a?]-ta#","SRC-103","2026-09-08"
"DRX-0376","MAGAN","REJECT-NOT-TOPONYM","P468903","230","ama-gan-e","ama-gan-e nam dumu-ne-ne-sze3","SRC-103","2026-09-08"
"DRX-0377","MAGAN","REJECT-NOT-TOPONYM","P320066","2","ama-gan-na#","ansze ama-gan-na# gub-ba","SRC-103","2026-09-08"
"DRX-0378","MAGAN","REJECT-NOT-TOPONYM","P453750","18","ama-gan-sze3","2(u) 1(disz) szah2 sikil sag szah2 ama-gan-sze3","SRC-103","2026-09-08"
"DRX-0379","MAGAN","REJECT-NOT-TOPONYM","P248592","1","ama-gan-sze3","[n] eme3#-mah2 ama-gan-sze3","SRC-103","2026-09-08"
"DRX-0380","MAGAN","REJECT-NOT-TOPONYM","P248592","8","ama-gan-sze3","3(disz)# eme3-mah2 ama-gan-sze3","SRC-103","2026-09-08"
"DRX-0381","MAGAN","REJECT-NOT-TOPONYM","P248592","9","ama-gan-sze3","3(disz) eme3 mu ama-gan-sze3","SRC-103","2026-09-08"
"DRX-0382","MAGAN","REJECT-NOT-TOPONYM","P203957","2","ama-gan{ki}-e","szesz-kal-la ugula ama-gan{ki}-e","SRC-103","2026-09-08"
"DRX-0383","MAGAN","REJECT-NOT-TOPONYM","P137689","4'","e2-duru5-lu2-ma2-gan{ki}","a-sza3 e2-duru5-lu2-ma2-gan{ki}","SRC-103","2026-09-08"
"DRX-0384","MAGAN","REJECT-NOT-TOPONYM","P227911","2'","gu-za-ma2-gan#-[...]","gesz# gu-za-ma2-gan#-[...]","SRC-103","2026-09-08"
"DRX-0385","MAGAN","REJECT-DIVINE-NAME","P225860","1","i-ku#-{d}sza-ma#-gan#","i-ku#-{d}sza-ma#-gan#","SRC-103","2026-09-08"
"DRX-0386","MAGAN","REJECT-DIVINE-NAME","P225858","1","i-ku-{d}sza-ma-gan","i-ku-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0387","MAGAN","REJECT-DIVINE-NAME","P225859","1","i-ku-{d}sza-ma-gan","i-ku-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0388","MAGAN","REJECT-DIVINE-NAME","P431173","1","i-ku-{d}sza-ma-gan","i-ku-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0389","MAGAN","REJECT-DIVINE-NAME","P431174","1","i-ku-{d}sza-ma-gan","i-ku-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0390","MAGAN","REJECT-DIVINE-NAME","P431175","1","i-ku-{d}sza-ma-gan","i-ku-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0391","MAGAN","REJECT-DIVINE-NAME","P240832","2","ir-mi-{d}sza-ma-gan","ir-mi-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0392","MAGAN","REJECT-DIVINE-NAME","P246948","6","kum-{d}sza-ma-gan","kum-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0393","MAGAN","REJECT-DIVINE-NAME","P227180","7","lu2-sza-ma-gan","lu2-sza-ma-gan 1(barig@c)","SRC-103","2026-09-08"
"DRX-0394","MAGAN","REJECT-DIVINE-NAME","P227183","5","lu2-sza-ma-gan","kusz lu2-sza-ma-gan [x] 4(asz@c)#?","SRC-103","2026-09-08"
"DRX-0395","MAGAN","REJECT-NOT-TOPONYM","P221565","11","lugal-ma2#-gan{ki}","[n] 1(esze3) lugal-ma2#-gan{ki}","SRC-103","2026-09-08"
"DRX-0396","MAGAN","REJECT-NOT-TOPONYM","P101040","22","lugal-ma2-gan-x","lugal-ma2-gan-x","SRC-103","2026-09-08"
"DRX-0397","MAGAN","REJECT-NOT-TOPONYM","P136619","2","lugal-ma2-gan{ki}","lugal-ma2-gan{ki}","SRC-103","2026-09-08"
"DRX-0398","MAGAN","REJECT-DIVINE-NAME","P251644","4","me-{d}sza-ma-gan","4(asz@c) me-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0399","MAGAN","REJECT-DIVINE-NAME","P246953","23","puzur4-{d}sza-ma-gan","puzur4-{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0400","MAGAN","REJECT-NOT-TOPONYM","P212077","3","szah2-ama-gan-gesz-gi-bi","szah2-ama-gan-gesz-gi-bi 1(disz)-am3","SRC-103","2026-09-08"
"DRX-0401","MAGAN","REJECT-NOT-TOPONYM","P227886","36","szir3-ama-gan#","szir3-ama-gan#","SRC-103","2026-09-08"
"DRX-0402","MAGAN","REJECT-NOT-TOPONYM","P453783","1","{d}isz-ma2-gan2","nig2-gur11 {d}isz-ma2-gan2","SRC-103","2026-09-08"
"DRX-0403","MAGAN","REJECT-NOT-TOPONYM","P453663","5","{d}isz-ma2-gan2?","1(disz) tug2 guz-za du {d}isz-ma2-gan2?","SRC-103","2026-09-08"
"DRX-0404","MAGAN","REJECT-DIVINE-NAME","P274186","3","{d}sza#-ma-gan#","_iti-sar_ {d}sza#-ma-gan#","SRC-103","2026-09-08"
"DRX-0405","MAGAN","REJECT-DIVINE-NAME","P252835","4","{d}sza-ma#-gan#","3(barig@c) {d}sza-ma#-gan#","SRC-103","2026-09-08"
"DRX-0406","MAGAN","REJECT-DIVINE-NAME","P227263","1","{d}sza-ma-gan","u4-sar {d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0407","MAGAN","REJECT-DIVINE-NAME","P227290","2","{d}sza-ma-gan","iti-sar {d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0408","MAGAN","REJECT-DIVINE-NAME","P240582","7","{d}sza-ma-gan","{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0409","MAGAN","REJECT-DIVINE-NAME","P240688","11","{d}sza-ma-gan","{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0410","MAGAN","REJECT-DIVINE-NAME","P242280","1'","{d}sza-ma-gan","{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0411","MAGAN","REJECT-DIVINE-NAME","P242437","1'","{d}sza-ma-gan","{d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0412","MAGAN","REJECT-DIVINE-NAME","P382306","1","{d}sza-ma-gan","e2 {d}sza-ma-gan","SRC-103","2026-09-08"
"DRX-0413","MAGAN","REJECT-DIVINE-NAME","P251644","1","{d}sza-ma-gan","4(u@c) {d}sza-ma-gan 2(asz@c)","SRC-103","2026-09-08"
"DRX-0414","MAGAN","REJECT-DIVINE-NAME","P227280","3","{d}sza-ma-gan2","isz {d}sza-ma-gan2","SRC-103","2026-09-08"
"DRX-0415","MAGAN","REJECT-DIVINE-NAME","P325050","3","{d}sza-ma-ganx(GAN@s)","ki {d}sza-ma-ganx(GAN@s)","SRC-103","2026-09-08"
"DRX-0416","MAGAN","REJECT-NOT-TOPONYM","P227212","1","{d}sza:ma-gan","{d}sza:ma-gan","SRC-103","2026-09-08"
"DRX-0417","MAGAN","REJECT-NOT-TOPONYM","P491330","7'","{gesz}mesz-ma2-kan-na_","_{gesz}na2 {gesz}mesz-ma2-kan-na_ is,-s,i [x]-re-e#","SRC-103","2026-09-08"
