"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-186","SUPERSEDED: Audit-after-build was replaced by Audit-first workflow.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L331","","","SUPERSEDED row S-13, recorded at VELI-09 section Q. Arises from C-26; adopted as owner decision HD-17. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-187","SUPERSEDED: Batch-5 'not Hindutva' vouching was replaced by Batch-6 funding-unverified flags.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L332","","","SUPERSEDED row S-14, recorded at VELI-09 section K. Arises from C-24; the rule is to verify venue, peer review, reception, co-authors and funding before vouching. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-188","The DEDR Veli entry set comprises three entries covering a 29-language open/expelled complex.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L342","","","T1 substantive findings. The handoff records this from memory only and marks it HELD: the DEDR locators are not in the project files. DEDR is on GitHub per RERUN section 1, so it is re-checkable rather than HELD, but no check is logged.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-189","Open questions raised in T1 and still open: the three Vedic totals; the '471 chariots vs 2 merchants' headline number with no recorded query; the Sindhu/Sarasvati/Ganges lemma re-run; the varna human-applied split; the vrihi absence; Shinde 2019 wording; the Witzel primaries; the 'Latin verses' item (which page it refers to, unanswered); and the next step on the doctoral/independent-research pathway.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L348","","","T1 open questions. The handoff marks '471 chariots vs 2 merchants' as VELI-03 backlog item 2 and the highest-priority unrecorded headline number - work item 17.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-190","T1 produced ~58 HTML pages plus veli-landing.html (18 KB, four movements), artifact-atlas.html, who-had-it-first.html, two-classical-languages.html, gret_scan.json, rv_tokens.tsv, the scripts viz.py, colloc.py, mk.py and diachronic.py, the corpora bu_clean.txt, satapatha*.txt, taittiriya.txt and kural_ta.txt, RIGVEDA_corpus_analysis.md, MELUHHA_TO_KEEZHADI_synthesis.md, NAMING_LEDGER.md, VELI_INSTRUCTIONS.md, MANIFEST.md, RERUN.md, DECK_GAP_ANALYSIS.md and MELA_KEELA_INSTRUCTIONS.md.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L350","","","T1 files, all in chat outputs rather than project knowledge. The handoff notes MELUHHA_TO_KEEZHADI_synthesis.md is missing section 21, lacks sections 25-38, and that its section 18 'CLAIMS LEDGER' was never read - work items 21 and 53.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-191","The INDUSVALLI.pdf deck runs to 790 pages, 716 images and 63,069 words, and is a question list rather than a source.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L350","","","T1. Recorded as owner decision HD-13. The deck is the route by which several Witzel and Narasimhan claims reach the platform (C-18, P-01, P-02).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-192","Pages proposed in T1 but not built: 'Who gets to be speculative'; the eight doors and six numbers of the landing Acts III-IV (which eight and which six were never chosen); the atlas as spine with layer toggles; the three depths (object, one-sentence finding, evidence); and sound (Tamil words spoken with DEDR reflexes).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L352","","","T1 page concepts. The verdict recorded on the three depths is that 'the platform has only the third'. 'Who gets to be speculative' is blocked by H-10 and is on the HOLD list. Which eight doors and six numbers is work item 13.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-193","No photographs are possible from Claude; open-licence or owner-supplied images are required.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L354","","","T1 visual directions, VELI-04 'what I need from you'. Images is work item 15.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-194","T1 source dependencies additional to the section 8 HELD register: Farmer-Sproat-Witzel 2004, Rao et al. 2009, Desset 2022, Burkert on Near-Eastern influence (named on two-classical-languages.html but not accessed), and the DEDR entries for veli, kuyavan (1762), cintu (1546), pari (3963) and cintam (2529).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L356","","","T1 ledger. The handoff notes DEDR is on GitHub per RERUN section 1, so those entries are re-checkable rather than HELD, but the checks are not recorded. Burkert is named on a published page without direct access.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-195","Work owed from T1 beyond the section 10 list: the VELI-03 backlog items 1-11 in order, a synthesis archive update, the tripod artefact (do not publish), Sarazm I4290/I4910 (unmapped), Tamil corpora the owner must supply, the Pali canon and Asokan edicts as countable corpora, the Saunaka Atharvaveda (NOT FOUND in five searches), a commentary-free Chandogya (NOT FOUND), and a detailed Ramayana run.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L358","","","T1 ledger. The tripod artefact and Sarazm are on the section 10 HOLD list; the Ramayana run appears only here and not in the ranked work list.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-196","Open questions from T2 beyond the section 10 list: whether the older-54 audit's optional polish (an explicit 'reproducible from corpus' line) is wanted, and whether the names Navalam, Suvadu, Porul and Tinai survive Tamil-dictionary and native-speaker confirmation.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L368","","","T2 ledger. The name confirmations overlap work item 46; the optional-polish question appears only here.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-197","T2 built ~27 new HTML pages taking the total from 58 to 85, including the-words-of-caste, the-late-hymn, caste-was-law, the-three-ancestries, who-named-india, the-eastern-tradition, meluhha-trade, keeladi, the-narrowing, the-water-city, one-script-many-kingdoms, the-womb-doctrine, jatization, birth-was-not-always-destiny, criminalised-today, visvamitra, origin-myths, the-later-count, the-computed-dawn, the-genome-of-caste, tinai, the-medicine-question, before-the-indus, the-vedda, the-deep-root, the-layers-under-the-language and a Ledger/credibility page, plus a south-up atlas taken from 167 to 175 sites.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L370","","","T2 files created. The 85 figure is contested by X-02 and S-12; the atlas site count by X-01. Three design reference boards were received and recorded but not adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-198","Pages conceived in T2 but not built: 'Genetics and nationalism' / 'Academia as a battlefield' (delayed pending verification of Reich quotes); the per-topic credibility ledger; 'How a Religion Was Assembled'; the 'Vedism is not Hinduism' naming page; 'A republic made a defective birth' (Manu 10.22/10.26); gotra-level genetics; a Corded Ware animation; a minority-control case study; the OUT OF CONTEXT object-journey series; the atlas language-shift layer; the 'Many Laws' gallery; 'Languages at the edge of the archive'; and the Unreturned / Berlin Room.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L372","","","T2 unbuilt concepts. The Reich verification is work item 37; gotra genetics was partly delivered as the-genome-of-caste.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-199","Visual directions recorded in T2 - three-voice typography, a material palette per page, a symbol vocabulary, the editorial cover format, the curious-first voice, a wordmark not a symbol, the banned motif list (no unicorn, temple, chakra, lotus, Om, mandala or distressed fonts), the 'VISUAL HYPOTHESIS' label on reconstructions, and design derived from material culture - are NOT adopted.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L374","","","T2 visual directions. Owner decision HD-11 governs: build all pages first, then finalise the look.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-200","Beteille 1996 is cited on the platform through Kumar & Choudhury and was not directly accessed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L376","","","T2 source dependencies. In the section 8 HELD register; direct access is work item 43. Kumar & Choudhury is one of the sources demoted under C-26/R-20, so a demoted source is carrying a citation to a stronger one.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-201","On the deployed site the landing, /enter and /endogamy-clock resolve, while /RIGVEDA_corpus_analysis.md and /MELUHHA_TO_KEEZHADI_synthesis.md return 404, and /artifact-atlas returns no text to a fetcher because it is JS-rendered.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L382","","","T3 findings, 31 Aug. Cross-referenced to C-32: the zip fix must be confirmed live. The atlas result is to be verified in a browser. Work item 5.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-202","Fourteen benchmark digital-museum projects were researched in T4, and the site was scored museum 5/10, research 6 for design and 3 for practice, education 3, digital humanities 7, public history 6.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L386","","","T4 substantive findings. The handoff notes the benchmark names are not in project knowledge - the report MelaKeela-Veli-Independent-Assessment.md lives in that chat only.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-203","The site's reproducibility promise cannot be exercised by a visitor because no data or code is downloadable from any page read.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L386","","","T4 substantive finding. Bears directly on the platform's central credibility claim.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-204","The Sources page publishes conduct findings about named living scholars with no editorial name, corrections log or right of reply.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L386","","","T4 substantive finding. Rule 6 and VELI-06 B3 both require an editorial-accountability layer and nothing is built - work item 58; also listed as an open T4 item.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-205","Approximately 55% of pages carry a draft-status disclosure, later corrected to 44%.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L386","","","T4. The 44% figure (56 of ~127) comes from the C-34 recount; the 55% figure is superseded within the same thread.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-206","The stated goal is a world-leading interactive museum and learning environment for children and non-specialists while preserving the evidence layer, delivered solo or by a small team with heavy AI use.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L388","","","T4 owner decisions, recorded as an internal ambition statement. C-41 bans 'world-leading' from external prospectus copy, so this is internal language only.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-207","T4's not-yet list defers reconstructions, headsets, a separate kids' site, a CMS or backend, an AI chatbot, video, commissioned illustration, multi-museum ingestion and a Tamil UI before claims.json.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L390","","","T4 proposals, NOT adopted. The handoff notes multi-museum ingestion contradicts PENDING-RULE 13's one-ingestion-layer proposal - contradiction X-11, where both are Claude-origin and the owner has decided neither.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-208","The T5 funding taxonomy covers Canadian federal and provincial sources, SSHRC, Mitacs, CMF and Canadian Heritage, with international rows flagged VERIFY.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L396","","","T5 substantive findings. Every [VERIFY] row is work item 45.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-209","The owner's product vision is that children learn epistemology through real evidence rather than textbook conclusions, that the work produce deep research and a proposal stakeholders can act on, that funding is not limited to Canada, India and Sri Lanka, and that the proposal be visual - which produced the deck.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L398","","","T5 owner decisions.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-210","T5 produced VELI-10 (DIG: vertical slice, age bands, interaction rules, learning model, funding architecture), VELI-11 (UTSC profiles of Bhavani Raman and Sidharthan Maunaguru, the scholar map, the funding taxonomy), VELI-12 (master plan: nine engines, five rendering modes, eight evidence classes, eleven working groups, funding stack, three Claude Code builds), VELI-13 (Founding Partners Prospectus, Part A external and Part B internal), and MELAKEELA-VELI-DECK-v0.1 (16 slides, PPTX and PDF, built with pptxgenjs and sharp).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L400","","","T5 files, none of which are in project knowledge. VELI-12's eleven working groups are contradicted within the same thread at X-12, and its DMC December 2026 anchor is superseded at S-11/X-13.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-211","The Living Doors second entrance (Water, Food, Mind, Body, Home, Movement, Nature, Work, Belief, Language, Power, Play) was adopted from the ChatGPT comparison as 'the single strongest idea in either document'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L402","","","T5 concepts. The handoff is explicit that this judgement is Claude's, not the owner's - it is CLAUDE-ORIGIN and not an owner decision.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-212","T5 also produced the Witness engine on 'Could they read?' generating a child page and a researcher page from one YAML, the Dig engine as a PWA over Keezhadi with an on-device Field Bag, a Children's Council, and a Living Worlds Council with veto over misrepresentation and false continuity.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L402","","","T5 concepts, none recorded as adopted by the owner.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-213","VELI-12 proposed eleven working groups while the T5 comparison concluded a 4-6 person executive core is better, and Claude conceded the latter.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L402","","","T5. Contradiction X-12: Claude reversed itself within one thread, and the handoff says the prospectus VELI-13 should be checked for which it uses.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-214","The deck constitution: dark field; vector art from the material culture; evidentiary weight sets visual scale; line treatment carries status (solid, dashed, dotted for documented, inferred, contested); no fabricated facts; six hero frames deferred until a rights-cleared visual corpus exists, with rights work measured in months; 'the field reveals the record'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L404","","","T5 visual direction.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-215","Contacting Dr. G. Sundar of the Roja Muthiah Research Library, as a bridge to UTSC Digital Tamil Studies and the TNSDA Tamil-Brahmi graffiti project, is 'the most important single verification task in the file'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L406","","","T5 source dependencies. Work item 44. The handoff records that nothing has been sent to any of the nine outreach roles.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-216","intoveli.netlify.app is a development URL and a real domain is needed before Part A of the prospectus goes out; the Sharma Centre (Pappu / Akhilesh) is the top-ranked partner and no contact has been made.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L408","","","T5 open items. Prospectus send is blocked by HD-14 and X-01 and is on the HOLD list; the outreach sequence is work item 59.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-217","VELI-00-READ-FIRST.md (dated 30 Aug, authority: Conduct) is one of the twelve files in the project's knowledge; It tells sessions to attach '06-07' though 07 no longer exists, having been merged into 06, and its '58 pages' figure is stale - 85 were on disk by 2 Sep and 127 live by 4 Sep.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L418","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-218","VELI-01-FOUNDING-CONTEXT.md (dated 30 Aug, authority: Decisions) is one of the twelve files in the project's knowledge; Sections 5-6 on the institution and name question are partly superseded by HD-14, and the '58-page platform' figure is stale.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L419","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-219","VELI-02-STATE-OF-THE-PLATFORM.md (dated 30 Aug, authority: What is built) is one of the twelve files in the project's knowledge; It audits the 58-page state only; the 27 later pages are not audited there.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L420","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-220","VELI-03-CLAIMS-AND-VERIFICATION.md (dated 30 Aug, authority: Evidence) is one of the twelve files in the project's knowledge; It does not include VELI-09's cited claims, and the varna-womb check is now resolved at section O but still listed as backlog there.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L421","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-221","VELI-04-INSTRUCTIONS.md (dated 30 Aug, authority: How to write and build; work order) is one of the twelve files in the project's knowledge; Its work order is not updated with T2 DONE items; WORKLIST.md is the live version.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L422","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-222","VELI-05-pagemeta.json (dated 30 Aug, authority: Machine-readable page metadata) is one of the twelve files in the project's knowledge; It covers 58 pages only.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L423","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-223","VELI-06-STRATEGY-DOSSIER.md (dated 30 Aug, authority: Strategy) is one of the twelve files in the project's knowledge; C4 item 3 contradicts A8 on the primary domain, and A9 Model D was superseded by PENDING-RULE 18 and then held open.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L424","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-224","VELI-09-DEEP-HISTORY-FINDINGS.md (dated 31 Aug to ~2 Sep, authority: Cited research, batches 1-20) is one of the twelve files in the project's knowledge; Its page-count lines are a running log, the last of which states 85.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L425","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-225","PENDING-RULES.md (dated 31 Aug to 1 Sep, authority: Proposals awaiting the owner) is one of the twelve files in the project's knowledge; None were adopted in writing except the anti-deflection law, adopted by the owner's repeated instruction, and the 1 Sep session note giving HD-11 and HD-14.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L426","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-226","WORKLIST.md (dated 1 Sep, authority: Live work order) is one of the twelve files in the project's knowledge; Tier 1.1 (varna-womb) and 1.2 (corpus expansion) are done per VELI-09 sections O and V, but WORKLIST was not updated.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L427","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-227","RERUN.md (dated 30 Aug, authority: Reproduction commands) is one of the twelve files in the project's knowledge; Its word total 17,919,338 contradicts gret_scan.json.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L428","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-228","MANIFEST.md (dated 30 Aug, authority: 78/79 shipped files with hashes) is one of the twelve files in the project's knowledge; It contains two arithmetic errors and describes the atlas as '150 sites'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L429","","","Section 7.0 file table. The staleness note is the handoff's own; each is a checkable claim about a file this repository does not currently hold.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-229","VELI-07 and VELI-08 (merged, may still exist as files), VELI-10 to VELI-13, the deck, the independent assessment, DECK_GAP_ANALYSIS.md, MELA_KEELA_INSTRUCTIONS.md, VELI_INSTRUCTIONS.md, NAMING_LEDGER.md, the 85 HTML pages, the 95-file site zip, gret_scan.json, rv_tokens.tsv, the corpora, the scripts, INDUSVALLI.pdf, the three design reference boards, the owner's visual-concept document and the Melakeela brand document are NOT in project knowledge.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L433","","","Section 7.1. Section 12 restates that the existence and current content of these are attested by threads, not verified on disk.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-230","No Git repository exists for the project, an issue open since 30 August and named in every file as the highest standing risk; until one exists, 'where is the current version of X' has no answer that survives a container reset.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L435","","","Section 7.1, Tier 0.1. Work item 1. Section 12 states that a Git repository holding the deployed site, gret_scan.json, the atlas JSON and all VELI files would turn every 'verify done' and every X-item into a one-command check.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-231","Witzel 1999 (substrate); Witzel 2019 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Para-Munda; the claim that Witzel keeps the question open; the substrate lists and is currently reached via Deck p.294; Mukhopadhyay 2021; a page footer.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L445","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-232","Kuiper 1991, Aryans in the Rigveda is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The substrate lists on who-had-it-first and is currently reached via A footer only.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L446","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-233","Mayrhofer EWAia is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The etymological markings and is currently reached via A footer only.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L447","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-234","Shinde et al. 2019 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Rakhigarhi; the Irula affinity and is currently reached via The deck; press coverage.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L448","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-235","Narasimhan et al. 2019 and its supplementary tables is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The Indus Periphery Cline and Steppe_MLBA findings P-01 to P-03 and is currently reached via Deck quotations and summaries.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L449","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-236","Elfenbein on Brahui is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The late-migration hypothesis and is currently reached via Named, not read.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L450","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-237","Krishnamurti 2003; Parpola 1994 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The Dravidian-Indus position and is currently reached via Named.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L451","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-238","Olivelle's facing-page Brhadaranyaka and Chandogya editions is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The exact wording for the womb doctrine and is currently reached via Chandogya verified across web concordance; Brhadaranyaka from bu_clean.txt; Olivelle not consulted.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L452","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-239","Beteille 1996 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The liberal-varna-to-rigid-jati account and is currently reached via Through Kumar & Choudhury 2020.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L453","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-240","Sukthankar is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The late parvans and is currently reached via Named.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L454","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-241","The Achaemenid royal inscriptions is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The Gandara and Hindush satrapies and is currently reached via Not cited by locus.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L455","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-242","Chattopadhyaya 1996 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Damdama and Mahadaha and is currently reached via Cited; absolute dates OPEN.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L456","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-243","Kenoyer et al. 1983 is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries Baghor and is currently reached via Cited; the dating basis is now stated as contextual.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L457","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-244","Reich's public statements is a load-bearing source whose direct access is not recorded anywhere in the project files or retrievable threads; it carries The publication delay and is currently reached via Not verified.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L458","","","Section 8 HELD register. Under Rule 7 every claim resting on this source is HELD until it is read directly. Reading the Witzel primaries and re-statusing dependent claims is work item 40; Shinde wording is item 42; Beteille direct is item 43.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
