"join_id","claim_id","register","source_id","source_ordinal_in_cell","evidence_role","locator","locator_basis","independence_group","notes"
"CS-02885","HYD-394","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-394","row-reference-only","IG-041",""
"CS-02886","HYD-394","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-394","row-reference-only","IG-041",""
"CS-02887","HYD-395","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-395","row-reference-only","IG-041",""
"CS-02888","HYD-395","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-395","row-reference-only","IG-041",""
"CS-02889","HYD-395","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-395","row-reference-only","IG-041",""
"CS-02890","HYD-395","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-395","row-reference-only","IG-041",""
"CS-02891","HYD-396","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-396","row-reference-only","IG-041",""
"CS-02892","HYD-396","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-396","row-reference-only","IG-041",""
"CS-02893","HYD-396","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-396","row-reference-only","IG-041",""
"CS-02894","HYD-396","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-396","row-reference-only","IG-041",""
"CS-02895","HYD-397","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-397","row-reference-only","IG-041",""
"CS-02896","HYD-397","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-397","row-reference-only","IG-041",""
"CS-02897","HYD-397","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-397","row-reference-only","IG-041",""
"CS-02898","HYD-397","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-397","row-reference-only","IG-041",""
"CS-02899","HYD-398","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-398","row-reference-only","IG-041",""
"CS-02900","HYD-398","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-398","row-reference-only","IG-041",""
"CS-02901","HYD-398","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-398","row-reference-only","IG-041",""
"CS-02902","HYD-398","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-398","row-reference-only","IG-041",""
"CS-02903","HYD-399","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-399","row-reference-only","IG-041",""
"CS-02904","HYD-399","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-399","row-reference-only","IG-041",""
"CS-02905","HYD-399","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-399","row-reference-only","IG-041",""
"CS-02906","HYD-399","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-399","row-reference-only","IG-041",""
"CS-02907","HYD-400","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-400","row-reference-only","IG-041",""
"CS-02908","HYD-400","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-400","row-reference-only","IG-041",""
"CS-02909","HYD-400","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-400","row-reference-only","IG-041",""
"CS-02910","HYD-400","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-400","row-reference-only","IG-041",""
"CS-02911","HYD-401","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-401","row-reference-only","IG-041",""
"CS-02912","HYD-401","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-401","row-reference-only","IG-041",""
"CS-02913","HYD-401","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-401","row-reference-only","IG-041",""
"CS-02914","HYD-401","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-401","row-reference-only","IG-041",""
"CS-02915","HYD-402","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-402","row-reference-only","IG-041",""
"CS-02916","HYD-402","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-402","row-reference-only","IG-041",""
"CS-02917","HYD-402","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-402","row-reference-only","IG-041",""
"CS-02918","HYD-402","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-402","row-reference-only","IG-041",""
"CS-02919","HYD-403","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-403","row-reference-only","IG-041",""
"CS-02920","HYD-403","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-403","row-reference-only","IG-041",""
"CS-02921","HYD-403","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-403","row-reference-only","IG-041",""
"CS-02922","HYD-403","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-403","row-reference-only","IG-041",""
"CS-02923","HYD-404","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-404","row-reference-only","IG-041",""
"CS-02924","HYD-404","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-404","row-reference-only","IG-041",""
"CS-02925","HYD-404","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-404","row-reference-only","IG-041",""
"CS-02926","HYD-404","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-404","row-reference-only","IG-041",""
"CS-02927","HYD-405","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-405","row-reference-only","IG-041",""
"CS-02928","HYD-405","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-405","row-reference-only","IG-041",""
"CS-02929","HYD-405","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-405","row-reference-only","IG-041",""
"CS-02930","HYD-405","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-405","row-reference-only","IG-041",""
"CS-02931","HYD-406","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-406","row-reference-only","IG-041",""
"CS-02932","HYD-406","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-406","row-reference-only","IG-041",""
"CS-02933","HYD-406","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-406","row-reference-only","IG-041",""
"CS-02934","HYD-406","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-406","row-reference-only","IG-041",""
"CS-02935","HYD-407","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-407","row-reference-only","IG-041",""
"CS-02936","HYD-407","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-407","row-reference-only","IG-041",""
"CS-02937","HYD-407","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-407","row-reference-only","IG-041",""
"CS-02938","HYD-407","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-407","row-reference-only","IG-041",""
"CS-02939","HYD-408","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-408","row-reference-only","IG-041",""
"CS-02940","HYD-408","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-408","row-reference-only","IG-041",""
"CS-02941","HYD-408","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-408","row-reference-only","IG-041",""
"CS-02942","HYD-408","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-408","row-reference-only","IG-041",""
"CS-02943","HYD-409","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-409","row-reference-only","IG-041",""
"CS-02944","HYD-409","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-409","row-reference-only","IG-041",""
"CS-02945","HYD-409","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-409","row-reference-only","IG-041",""
"CS-02946","HYD-409","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-409","row-reference-only","IG-041",""
"CS-02947","HYD-410","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-410","row-reference-only","IG-041",""
"CS-02948","HYD-410","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-410","row-reference-only","IG-041",""
"CS-02949","HYD-410","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-410","row-reference-only","IG-041",""
"CS-02950","HYD-410","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-410","row-reference-only","IG-041",""
"CS-02951","HYD-411","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-411","row-reference-only","IG-041",""
"CS-02952","HYD-411","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-411","row-reference-only","IG-041",""
"CS-02953","HYD-411","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-411","row-reference-only","IG-041",""
"CS-02954","HYD-411","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-411","row-reference-only","IG-041",""
"CS-02955","HYD-412","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-412","row-reference-only","IG-041",""
"CS-02956","HYD-412","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-412","row-reference-only","IG-041",""
"CS-02957","HYD-412","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-412","row-reference-only","IG-041",""
"CS-02958","HYD-412","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-412","row-reference-only","IG-041",""
"CS-02959","HYD-413","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-413","row-reference-only","IG-041",""
"CS-02960","HYD-413","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-413","row-reference-only","IG-041",""
"CS-02961","HYD-413","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-413","row-reference-only","IG-041",""
"CS-02962","HYD-413","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-413","row-reference-only","IG-041",""
"CS-02963","HYD-414","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-414","row-reference-only","IG-041",""
"CS-02964","HYD-414","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-414","row-reference-only","IG-041",""
"CS-02965","HYD-414","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-414","row-reference-only","IG-041",""
"CS-02966","HYD-414","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-414","row-reference-only","IG-041",""
"CS-02967","HYD-415","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-415","row-reference-only","IG-041",""
"CS-02968","HYD-415","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-415","row-reference-only","IG-041",""
"CS-02969","HYD-415","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-415","row-reference-only","IG-041",""
"CS-02970","HYD-415","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-415","row-reference-only","IG-041",""
"CS-02971","HYD-416","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-416","row-reference-only","IG-041",""
"CS-02972","HYD-416","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-416","row-reference-only","IG-041",""
"CS-02973","HYD-416","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-416","row-reference-only","IG-041",""
"CS-02974","HYD-416","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-416","row-reference-only","IG-041",""
"CS-02975","HYD-417","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-417","row-reference-only","IG-041",""
"CS-02976","HYD-417","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-417","row-reference-only","IG-041",""
"CS-02977","HYD-417","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-417","row-reference-only","IG-041",""
"CS-02978","HYD-417","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-417","row-reference-only","IG-041",""
"CS-02979","HYD-418","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-418","row-reference-only","IG-041",""
"CS-02980","HYD-418","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-418","row-reference-only","IG-041",""
"CS-02981","HYD-418","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-418","row-reference-only","IG-041",""
"CS-02982","HYD-418","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-418","row-reference-only","IG-041",""
"CS-02983","HYD-419","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-419","row-reference-only","IG-041",""
"CS-02984","HYD-419","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-419","row-reference-only","IG-041",""
"CS-02985","HYD-419","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-419","row-reference-only","IG-041",""
"CS-02986","HYD-419","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-419","row-reference-only","IG-041",""
"CS-02987","HYD-420","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-420","row-reference-only","IG-041",""
"CS-02988","HYD-420","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-420","row-reference-only","IG-041",""
"CS-02989","HYD-420","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-420","row-reference-only","IG-041",""
"CS-02990","HYD-420","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-420","row-reference-only","IG-041",""
"CS-02991","HYD-421","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-421","row-reference-only","IG-041",""
"CS-02992","HYD-421","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-421","row-reference-only","IG-041",""
"CS-02993","HYD-421","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-421","row-reference-only","IG-041",""
"CS-02994","HYD-421","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-421","row-reference-only","IG-041",""
"CS-02995","HYD-422","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-422","row-reference-only","IG-041",""
"CS-02996","HYD-422","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-422","row-reference-only","IG-041",""
"CS-02997","HYD-422","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-422","row-reference-only","IG-041",""
"CS-02998","HYD-422","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-422","row-reference-only","IG-041",""
"CS-02999","HYD-423","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-423","row-reference-only","IG-041",""
"CS-03000","HYD-423","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-423","row-reference-only","IG-041",""
"CS-03001","HYD-423","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-423","row-reference-only","IG-041",""
"CS-03002","HYD-423","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-423","row-reference-only","IG-041",""
"CS-03003","HYD-424","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-424","row-reference-only","IG-041",""
"CS-03004","HYD-424","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-424","row-reference-only","IG-041",""
"CS-03005","HYD-424","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-424","row-reference-only","IG-041",""
"CS-03006","HYD-424","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-424","row-reference-only","IG-041",""
"CS-03007","HYD-425","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-425","row-reference-only","IG-041",""
"CS-03008","HYD-425","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-425","row-reference-only","IG-041",""
"CS-03009","HYD-425","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-425","row-reference-only","IG-041",""
"CS-03010","HYD-425","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-425","row-reference-only","IG-041",""
"CS-03011","HYD-426","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-426","row-reference-only","IG-041",""
"CS-03012","HYD-426","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-426","row-reference-only","IG-041",""
"CS-03013","HYD-426","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-426","row-reference-only","IG-041",""
"CS-03014","HYD-426","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-426","row-reference-only","IG-041",""
"CS-03015","HYD-427","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-427","row-reference-only","IG-041",""
"CS-03016","HYD-427","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-427","row-reference-only","IG-041",""
"CS-03017","HYD-427","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-427","row-reference-only","IG-041",""
"CS-03018","HYD-427","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-427","row-reference-only","IG-041",""
"CS-03019","HYD-428","03-REGISTERS/domain-e-hydronyms.csv","SRC-019","1","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-428","row-reference-only","IG-041",""
"CS-03020","HYD-428","03-REGISTERS/domain-e-hydronyms.csv","SRC-022","2","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-428","row-reference-only","IG-041",""
"CS-03021","HYD-428","03-REGISTERS/domain-e-hydronyms.csv","SRC-023","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-hydronyms.csv#HYD-428","row-reference-only","IG-041",""
"CS-03022","HYD-428","03-REGISTERS/domain-e-hydronyms.csv","SRC-047","4","PRIMARY-SOURCE","03-REGISTERS/domain-e-hydronyms.csv#HYD-428","row-reference-only","IG-041",""
