"claim_id","register","register_line","evidence_status","interpretive_status","editorial_status","publication_status","status_reason","superseded_by","migrated_from_status_cell","migration_state","migration_hold"
"IH-166","03-REGISTERS/inherited-claims.csv","167","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-167","03-REGISTERS/inherited-claims.csv","168","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-168","03-REGISTERS/inherited-claims.csv","169","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-169","03-REGISTERS/inherited-claims.csv","170","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-170","03-REGISTERS/inherited-claims.csv","171","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-171","03-REGISTERS/inherited-claims.csv","172","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-172","03-REGISTERS/inherited-claims.csv","173","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-173","03-REGISTERS/inherited-claims.csv","174","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-174","03-REGISTERS/inherited-claims.csv","175","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-175","03-REGISTERS/inherited-claims.csv","176","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-176","03-REGISTERS/inherited-claims.csv","177","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-177","03-REGISTERS/inherited-claims.csv","178","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-178","03-REGISTERS/inherited-claims.csv","179","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-179","03-REGISTERS/inherited-claims.csv","180","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-180","03-REGISTERS/inherited-claims.csv","181","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-181","03-REGISTERS/inherited-claims.csv","182","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-182","03-REGISTERS/inherited-claims.csv","183","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-183","03-REGISTERS/inherited-claims.csv","184","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-184","03-REGISTERS/inherited-claims.csv","185","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-185","03-REGISTERS/inherited-claims.csv","186","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-186","03-REGISTERS/inherited-claims.csv","187","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-187","03-REGISTERS/inherited-claims.csv","188","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-188","03-REGISTERS/inherited-claims.csv","189","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-189","03-REGISTERS/inherited-claims.csv","190","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-190","03-REGISTERS/inherited-claims.csv","191","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-191","03-REGISTERS/inherited-claims.csv","192","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-192","03-REGISTERS/inherited-claims.csv","193","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-193","03-REGISTERS/inherited-claims.csv","194","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-194","03-REGISTERS/inherited-claims.csv","195","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-195","03-REGISTERS/inherited-claims.csv","196","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-196","03-REGISTERS/inherited-claims.csv","197","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-197","03-REGISTERS/inherited-claims.csv","198","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-198","03-REGISTERS/inherited-claims.csv","199","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-199","03-REGISTERS/inherited-claims.csv","200","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-200","03-REGISTERS/inherited-claims.csv","201","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-201","03-REGISTERS/inherited-claims.csv","202","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-202","03-REGISTERS/inherited-claims.csv","203","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-203","03-REGISTERS/inherited-claims.csv","204","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-204","03-REGISTERS/inherited-claims.csv","205","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-205","03-REGISTERS/inherited-claims.csv","206","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-206","03-REGISTERS/inherited-claims.csv","207","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-207","03-REGISTERS/inherited-claims.csv","208","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-208","03-REGISTERS/inherited-claims.csv","209","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-209","03-REGISTERS/inherited-claims.csv","210","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-210","03-REGISTERS/inherited-claims.csv","211","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-211","03-REGISTERS/inherited-claims.csv","212","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-212","03-REGISTERS/inherited-claims.csv","213","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-213","03-REGISTERS/inherited-claims.csv","214","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-214","03-REGISTERS/inherited-claims.csv","215","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-215","03-REGISTERS/inherited-claims.csv","216","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-216","03-REGISTERS/inherited-claims.csv","217","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-217","03-REGISTERS/inherited-claims.csv","218","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-218","03-REGISTERS/inherited-claims.csv","219","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-219","03-REGISTERS/inherited-claims.csv","220","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-220","03-REGISTERS/inherited-claims.csv","221","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-221","03-REGISTERS/inherited-claims.csv","222","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-222","03-REGISTERS/inherited-claims.csv","223","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-223","03-REGISTERS/inherited-claims.csv","224","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-224","03-REGISTERS/inherited-claims.csv","225","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-225","03-REGISTERS/inherited-claims.csv","226","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-226","03-REGISTERS/inherited-claims.csv","227","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-227","03-REGISTERS/inherited-claims.csv","228","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-228","03-REGISTERS/inherited-claims.csv","229","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-229","03-REGISTERS/inherited-claims.csv","230","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-230","03-REGISTERS/inherited-claims.csv","231","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-231","03-REGISTERS/inherited-claims.csv","232","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-232","03-REGISTERS/inherited-claims.csv","233","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-233","03-REGISTERS/inherited-claims.csv","234","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-234","03-REGISTERS/inherited-claims.csv","235","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-235","03-REGISTERS/inherited-claims.csv","236","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-236","03-REGISTERS/inherited-claims.csv","237","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-237","03-REGISTERS/inherited-claims.csv","238","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-238","03-REGISTERS/inherited-claims.csv","239","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-239","03-REGISTERS/inherited-claims.csv","240","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-240","03-REGISTERS/inherited-claims.csv","241","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-241","03-REGISTERS/inherited-claims.csv","242","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-242","03-REGISTERS/inherited-claims.csv","243","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-243","03-REGISTERS/inherited-claims.csv","244","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-244","03-REGISTERS/inherited-claims.csv","245","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-245","03-REGISTERS/inherited-claims.csv","246","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-246","03-REGISTERS/inherited-claims.csv","247","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-247","03-REGISTERS/inherited-claims.csv","248","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-248","03-REGISTERS/inherited-claims.csv","249","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-249","03-REGISTERS/inherited-claims.csv","250","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-250","03-REGISTERS/inherited-claims.csv","251","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-251","03-REGISTERS/inherited-claims.csv","252","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-252","03-REGISTERS/inherited-claims.csv","253","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-253","03-REGISTERS/inherited-claims.csv","254","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-254","03-REGISTERS/inherited-claims.csv","255","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-255","03-REGISTERS/inherited-claims.csv","256","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-256","03-REGISTERS/inherited-claims.csv","257","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-257","03-REGISTERS/inherited-claims.csv","258","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-258","03-REGISTERS/inherited-claims.csv","259","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-259","03-REGISTERS/inherited-claims.csv","260","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-260","03-REGISTERS/inherited-claims.csv","261","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-261","03-REGISTERS/inherited-claims.csv","262","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-262","03-REGISTERS/inherited-claims.csv","263","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-263","03-REGISTERS/inherited-claims.csv","264","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-264","03-REGISTERS/inherited-claims.csv","265","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-265","03-REGISTERS/inherited-claims.csv","266","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-266","03-REGISTERS/inherited-claims.csv","267","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-267","03-REGISTERS/inherited-claims.csv","268","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-268","03-REGISTERS/inherited-claims.csv","269","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-269","03-REGISTERS/inherited-claims.csv","270","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-270","03-REGISTERS/inherited-claims.csv","271","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-271","03-REGISTERS/inherited-claims.csv","272","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-272","03-REGISTERS/inherited-claims.csv","273","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-273","03-REGISTERS/inherited-claims.csv","274","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-274","03-REGISTERS/inherited-claims.csv","275","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-275","03-REGISTERS/inherited-claims.csv","276","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-276","03-REGISTERS/inherited-claims.csv","277","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-277","03-REGISTERS/inherited-claims.csv","278","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-278","03-REGISTERS/inherited-claims.csv","279","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-279","03-REGISTERS/inherited-claims.csv","280","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-280","03-REGISTERS/inherited-claims.csv","281","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-281","03-REGISTERS/inherited-claims.csv","282","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-282","03-REGISTERS/inherited-claims.csv","283","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-283","03-REGISTERS/inherited-claims.csv","284","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-284","03-REGISTERS/inherited-claims.csv","285","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-285","03-REGISTERS/inherited-claims.csv","286","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-286","03-REGISTERS/inherited-claims.csv","287","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-287","03-REGISTERS/inherited-claims.csv","288","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-288","03-REGISTERS/inherited-claims.csv","289","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-289","03-REGISTERS/inherited-claims.csv","290","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-290","03-REGISTERS/inherited-claims.csv","291","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-291","03-REGISTERS/inherited-claims.csv","292","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-292","03-REGISTERS/inherited-claims.csv","293","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-293","03-REGISTERS/inherited-claims.csv","294","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-294","03-REGISTERS/inherited-claims.csv","295","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-295","03-REGISTERS/inherited-claims.csv","296","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-296","03-REGISTERS/inherited-claims.csv","297","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-297","03-REGISTERS/inherited-claims.csv","298","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-298","03-REGISTERS/inherited-claims.csv","299","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-299","03-REGISTERS/inherited-claims.csv","300","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-300","03-REGISTERS/inherited-claims.csv","301","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-301","03-REGISTERS/inherited-claims.csv","302","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-302","03-REGISTERS/inherited-claims.csv","303","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-303","03-REGISTERS/inherited-claims.csv","304","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-304","03-REGISTERS/inherited-claims.csv","305","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-305","03-REGISTERS/inherited-claims.csv","306","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-306","03-REGISTERS/inherited-claims.csv","307","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-307","03-REGISTERS/inherited-claims.csv","308","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
