"passage_id","stanza","addressee","poet_lineage","poet_lineage_basis","patron_candidates","opponent_candidates","roles_basis","description_same_pada","description_same_hemistich","description_elsewhere_in_stanza","agreeing_but_excluded","material","water","cattle","treasure","mountain","river_lemma_present","river_lemma_note","proposed_geography","geography_basis","arnold_stratum","source_id","retrieval_date","supports_page"
"PUR-P-055","06.031.04","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","bharádvāja-","śámbara-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","n","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-056","06.032.03","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","kavíḥ (kaví-)","purukŕ̥tvā (purukŕ̥tvan-)","(none)","(none)","(none)","gáv- ~ gó-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","n","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-057","06.048.08","Agni, the Maruts and Pusan","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-058","06.073.02","Brihaspati","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""5. group: hymns to various gods"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-059","07.003.07","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ā́yasībhiḥ (āyasá-)","(none)","íḷābhiḥ (íḍā- ~ íḷā-)","(none)","āyasá-","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-060","07.005.03","Agni Vaisvanara","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","pūrú-","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-061","07.006.02","Agni Vaisvanara","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","agnéḥ (agní-)","(none)","ádreḥ (ádri-) — RV 7.6.2a. ádreḥ (rock, mountain) agrees with puraṃdarásya in GEN.SG.M, but it belongs to 'they bring him from the mountain' in pāda a while puraṃdarásya stands in pāda c. A coincidence of genitive singular, and the second demonstration of what the stanza scope costs.","(none)","dhāsí-","(none)","(none)","ádri-","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-062","07.015.14","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","śatábhujiḥ (śatábhuji-)","(none)","mahī́ (máh-) ā́yasī (āyasá-)","(none)","āyasá-","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-063","07.016.10","Agni","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""1. group: hymns to Agni"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","maghá-; rā́dhas-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-064","07.018.13","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","pūrú-; tŕ̥tsu-","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","gáya-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-065","07.019.05","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","námuci-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-066","07.021.04","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-067","07.026.03","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""2. group: hymns to Indra"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","sárvāḥ (sárva-)","jánīḥ (jáni-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-068","07.052.01","Adityas","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""3. group: hymns to all the gods"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-069","07.095.01","Sarasvati or Sarasvat","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""10. group: hymns to divine pairs"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","sárasvatī (sárasvant-) ā́yasī (āyasá-)","(none)","síndhuḥ (síndhu-)","(none)","āyasá-","kṣódas-; sárasvant-; síndhu-; áp-","(none)","(none)","(none)","sárasvant-; síndhu-","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-070","07.099.05","Vishnu, Indra and Vishnu","","NOT PRODUCED. Geldner's group heading for this hymn names a deity rather than a poet: ""11. group: hymns to Vishnu"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","varcín-; śámbara-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-071","08.001.07","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","yudhma (yudhmá-) khajakr̥t (khajakŕ̥t-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-072","08.001.08","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","kāṇvá-","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","vajrī́ (vajrín-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-073","08.001.28","Indra","1. group: hymns of Priyamedha's, Medyatithi etc.","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","śúṣṇa-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","cariṣṇvàm (cariṣṇú-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-074","08.006.23","Indra","2. group: hymns of Vatsa","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","gómatīm (gómant-)","mahī́m (máh-) íṣam (íṣ-)","prajā́m (prajā́-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-075","08.017.14","Indra","3. group: various sons of Kanva","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","śáśvatīnām (śáśvant-)","(none)","(none)","(none)","(none)","drapsá-","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-076","08.032.05","Indra","7. group: hymns of Medhatithi and other Kanva sons","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","gáv- ~ gó-; vrajá-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-077","08.033.05","Indra","7. group: hymns of Medhatithi and other Kanva sons","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","índraḥ (índra-)","ākaráḥ (ākará-) śatā́maghaḥ (śatā́magha-)","suṣavyáḥ (suṣavyá-) sudákṣiṇaḥ (sudákṣiṇa-) ináḥ (iná-) sukrátuḥ (sukrátu-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-078","08.033.07","Indra","7. group: hymns of Medhatithi and other Kanva sons","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-079","08.053.01","Indra","","NOT PRODUCED. Geldner's group heading for this hymn names a collection rather than a poet: ""11. group:  Valakhilya-hymns"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","govídam (govíd-)","(none)","upamám (upamá-) jyéṣṭham (jyéṣṭha-)","(none)","(none)","(none)","(none)","rayí- ~ rāy-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-080","08.061.08","Indra","12. group: hymns of Pragatha and other Kanva-sons","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","índram (índra-)","(none)","(none)","(none)","(none)","yūthá-","dāná-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-081","08.061.10","Indra","12. group: hymns of Pragatha and other Kanva-sons","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ugrábāhuḥ (ugrábāhu-) mrakṣakŕ̥tvā (mrakṣakŕ̥tvan-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
