"att_id","target","classification","determinative_certainty","p_number","line_ref","raw_token","determinatives","line","cdli_period","cdli_provenience","cdli_collection","cdli_museum_no","cdli_material","cdli_excavation_no","cdli_primary_publication","source_id","retrieval_date"
"DRA-2319","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","11'","za-gin3","","_asz2-gi3-gi3 pa sal-la za-gin3 dur2-mi-na 1(u) 1(disz) an-ta-szub_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2320","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","10","za-gin3","","_ku3-babbar ku3-sig17 gug za-gin3 pa_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2321","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","13","za-gin3","","_gug za-gin3 babbar-dili babbar-min5_ sah-hu-u asz-pu-u","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2322","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","25","za-gin3","","asz-pu-u _gug za-gin3 igi-zag3-ga2 kur_-nu _dab asz2-gi3-gi3_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2323","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","19","za-gin3","","_duh-szi-a gug za-gin3 za-gin3-duru5 igi musz nir2_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2324","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","19","za-gin3-duru5","","_duh-szi-a gug za-gin3 za-gin3-duru5 igi musz nir2_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2325","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","22","za-gin3","","_nir2 za-gin3 gug sag-kal_ zib-tu2 _babbar-dili hi-li-ba_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2326","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","25","za-gin3","","_gug za-gin3 nir2 musz-gir2 babbar-dili babbar-min5_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2327","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285447","30","za-gin3","","_gug# za-gin3 nir2 musz-gir2 an-bar ku3-babbar ku3-sig17_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 08260","clay","","BAM 4, 376","SRC-103; SRC-102","2026-09-08"
"DRA-2328","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285489","15'","{sig2}za-gin3","sig2","_ASZ {sig2}za-gin3 e3_ ina _gu2_-szu2 _gar_-an","","","National Museum of Iraq, Baghdad, Iraq","IM 026223","clay","","BAM 4, 419","SRC-103; SRC-102","2026-09-08"
"DRA-2329","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P285665","6","za-gin3-du-re-e","","_a-gar3_-szu as-mu sza ki-i za-gin3-du-re-e s,er#-pa szak-nu-ma i-na di-sze u3 hab-bu-ri szu-ru-szat ta-mir-tu","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Louvre Museum, Paris, France","AO 05372 + VAT 08634 + VAT 08698,a + VAT 08698,b + VAT 08698,c + VAT 08749","clay","Ass 17861,d + Ass 17861,b + Ass 17861,g + Ass 17861,a","RINAP 2, Sargon II 065 ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2330","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P305493","11","za-gin3-na","","li kur-ra imin kar za-gin3-na","Old Babylonian (ca. 1900-1600 BC)","","Yale Babylonian Collection, New Haven, Connecticut, USA","YBC 04184","clay","","YOS 11, 42","SRC-103; SRC-102","2026-09-08"
"DRA-2331","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P329244","5","za#-gin3","","1(asz@c) kiszib3 za#-gin3","Old Akkadian (ca. 2340-2200 BC)","uncertain (mod. uncertain)","Department of Near Eastern Studies, Cornell University, Ithaca, New York, USA","CUNES 49-13-101","clay","","CUSAS 13, 208","SRC-103; SRC-102","2026-09-08"
"DRA-2332","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332256","4'","za-gin3","","szunigin 1(disz) ba-ti-um tu-ru-ha-um ku3-sig17 {na4}gug za-gin3 se3-ga","Ur III (ca. 2100-2000 BC)","uncertain (mod. uncertain)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist PD 0912","clay","","JCS 54, 007, 52","SRC-103; SRC-102","2026-09-08"
"DRA-2333","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","40","za-gin3","","{na4}ad za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2334","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","41","za-[gin3]","","{na4}ad-tab zi-gal2? za-[gin3]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2335","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","42","za-[gin3]","","{na4}ad gu2 za-[gin3]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2336","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","43","za-[gin3]","","{na4}{d}lama za-[gin3]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2337","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","44","za-[gin3]","","{na4}alam za-[gin3]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2338","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","45","za-[gin3]","","{na4}gu2-bar za-[gin3]","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2339","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","1","gu2-bar-za-gin3","","{na4}gag gu2-bar-za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2340","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","2","za-gin3","","{na4}ma-ad-igi za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2341","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","3","za-gin3","","{na4}nim igi za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2342","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","4","za-gin3","","{na4}nig2-tag-ga za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2343","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","6","za-gin3","","{na4}X X X hub2 za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2344","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","7","za-gin3","","{na4}X-zi-te?-ig? za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2345","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","8","za-gin3","","{na4}kiszib za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2346","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","9","za-gin3","","{na4}lagab za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2347","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","10","za-gin3","","{na4}ellag2 za-gin3","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2348","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332830","11","za-gin3","","{na4}kiszib za-gin3 za3-kun? ku3-sig17 gar-ra#","Old Babylonian (ca. 1900-1600 BC)","Larsa (mod. Tell as-Senkereh)","National Museum of Iraq, Baghdad, Iraq","IM 073301","clay","L.33.001 + 002","BBVOT 03, 01","SRC-103; SRC-102","2026-09-08"
"DRA-2349","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332925","6'","za-gin3-[na]","","{[na4]}na# za-gin3-[na]","Old Babylonian (ca. 1900-1600 BC)","","Ashmolean Museum, Oxford, UK","Ashm 1932-0526i","clay","","MSL SS 1, 101","SRC-103; SRC-102","2026-09-08"
"DRA-2350","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","1'","za-gin3#","","[...] x za-gin3#","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2351","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","2'","za-gin3","","[...] tag#-ga za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2352","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","3'","za-gin3","","[...] x za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2353","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","4'","za-gin3","","[...] x za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2354","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","5'","za-gin3","","[...] x za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2355","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","6'","za-gin3","","[...] x za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2356","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","7'","za-gin3","","[...] za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2357","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","8'","za-gin3","","[...]-PI za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2358","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P332944","9'","za-gin3","","[...] x za-gin3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 08816","UET 7, 0088","SRC-103; SRC-102","2026-09-08"
"DRA-2359","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P343055","1","za-gin3#-a","","a. lugal gu4 igi gun3 su6 za-gin3#-a","Old Babylonian (ca. 1900-1600 BC)","Sippar-Yahrurum (mod. Tell Abu Habbah)","Vorderasiatisches Museum, Berlin, Germany","VAT 00867","clay","","CDLI Literary 000573, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-2360","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P343055","1","za-gin3#-a","","a. lugal gu4 igi gun3 sun4 za-gin3#-a","Old Babylonian (ca. 1900-1600 BC)","Sippar-Yahrurum (mod. Tell Abu Habbah)","Vorderasiatisches Museum, Berlin, Germany","VAT 00867","clay","","CDLI Literary 000573, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-2361","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P343401","15","za-gin3","","lugal gu4 igi gun3 sum4 za-gin3 la2-a-mu-ur2 u3-na-du11","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist Ni 01281 + Ist Ni 09708","clay","","CDLI Literary 000564, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2362","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P343627","2","za-gin3","","uru2? bar e2? [x x] za-gin3 AN [...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist Ni 09602","clay","","CDLI Literary 000647, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-2363","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P343863","24'","za-gin3","","za-gin3 tur-tur-e me-ta mu-tu","Old Babylonian (ca. 1900-1600 BC)","Kish (mod. Tell Uhaimir)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist —","clay","","CDLI Literary 000640, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2364","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345106","17","za-gin3","","[...] za-gin3 di4-di4-la2 gu2-na [...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist Ni 02279","clay","","CDLI Literary 000343, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-2365","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345200","6","za-gin3","","gi 1(disz) ninda esz2-GAN2 za-gin3","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist Ni 03042","clay","","CDLI Literary 000482, ex. 033","SRC-103; SRC-102","2026-09-08"
"DRA-2366","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345323","13","za-gin3","","dim3 gesz-nu11-gal suh za-gin3 kesz2 hi-li-zu ze2-ba-am3","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist Ni 02489","clay","","CDLI Literary 000633, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2367","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345354","1","{d}sig4-za-gin3","d","{d}sig4-za-gin3","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 05376","clay","","TCL 15, 10","SRC-103; SRC-102","2026-09-08"
"DRA-2368","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345357","2","za-gin3","","ku3 za-gin3 kur-ra {kusz}|PA5.(SZIR.LU.SU)%(SZIR.LU.SU)| im-mi-ak","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 05379","clay","","CDLI Literary 000398, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2369","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345357","9","za-gin3","","ma2-gur8 za-gin3 nam-lugal-la ba-ni-in-du8-a-ni","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 05379","clay","","CDLI Literary 000398, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2370","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345363","10","za-gin3","","bara2#? [...]-en# GIR#? za-gin3 sag#-[e]-esz# mu-ni-in-rig7","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 05384","clay","","CDLI Literary 000492, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2371","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345372","14","za-gin3","","nin-mu suh za-gin3 x","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 05393","clay","","CDLI Literary 000322 OB Catalogue in the Louvre & 000430, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2372","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345414","9","za-gin3-na","","du6-ra gaba-bi-a za-gin3-na bi2-ib-de5-de5-ge","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 06967","clay","","CDLI Literary 000651, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2373","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345414","10","za-gin3-na","","{d}inanna-ra du6-ra gaba-bi-a za-gin3-na bi2-ib-de5-de5-ge","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 06967","clay","","CDLI Literary 000651, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2374","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345414","13","za-gin3","","{na4}lagab za-gin3 dur5-ru in-pa3-de3 gu2-bar-ra-na mu-un-ga2-ga2","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 06967","clay","","CDLI Literary 000651, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2375","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345414","14","za-gin3","","u2 za-gin3 dur5-ru-mu# de3-ma-ab-bara3-ge-ne","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 06967","clay","","CDLI Literary 000651, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2376","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345437","10'","za-gin3","","ku3 hun-ga2-am3 za-gin3 hun-ga2-am3","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","Louvre Museum, Paris, France","AO 08899","clay","","CDLI Literary 000782, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-2377","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345503","8","za-gin3","","{d}ama-uszumgal-an-na ur-sag kal-ga szita2 za-gin3 szar2 sza-ra-ni-in-ug7","Old Babylonian (ca. 1900-1600 BC)","uncertain (mod. uncertain)","British Museum, London, UK","BM 096739","clay","","CDLI Literary 000626, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2378","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345597","28'","za-gin3","","gi 1(disz) ninda esz2-GAN2 za-gin3 szu ba-ni-in-du8","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Hilprecht Collection, University of Jena, Germany","HS 1480 + HS 1580 + HS 2505","clay","","CDLI Literary 000343, ex. 031","SRC-103; SRC-102","2026-09-08"
"DRA-2379","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345597","27'","za-gin3","","gi 1(disz) ninda esz2-GAN2 za-gin3 szu#-[...] lu2 x-[...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","Hilprecht Collection, University of Jena, Germany","HS 1480 + HS 1580 + HS 2505","clay","","CDLI Literary 000343, ex. 031","SRC-103; SRC-102","2026-09-08"
"DRA-2380","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P345841","12","za-gin3-na-gin7","","amar za-gin3-na-gin7 du8 ku3-ga2 a-ne di-de3 ba-ab-du7-u3","Old Babylonian (ca. 1900-1600 BC)","","de Liagre Böhl Collection, Netherlands Institute for the Near East, Leiden, Holland","LB 0963","clay","","CDLI Literary 000416, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2381","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346004","12'","ZA-GIN3-NA","","ZA-GIN3-NA = uq-na-a-[tum]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","CT 18, pl. 17, K 09892","SRC-103; SRC-102","2026-09-08"
"DRA-2382","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346097","15","za-gin3","","[...]-ga2 gen-na sa za-gin3 e3-za#","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000339, ex. 018","SRC-103; SRC-102","2026-09-08"
"DRA-2383","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346099","8","za-gin3-na","","galam za-gin3-na giri3-ni bi2-in-gub","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 16830","CDLI Literary 000339, ex. 020","SRC-103; SRC-102","2026-09-08"
"DRA-2384","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346101","2'","za#!?-gin3-na","","[...] za#!?-gin3-na szu ba-an-[...]","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000339, ex. 022","SRC-103; SRC-102","2026-09-08"
"DRA-2385","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346107","17","za-gin3-a-ka","","[...] x-ma kur ku3 za-gin3-a-ka KA dim-ma?-ba? mu-un-ti","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 16896","CDLI Literary 000641, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2386","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346120","25","za#-gin3#","","lu2# ku3 tuku lu2 za#-gin3# [tuku lu2] gu4# tuku lu2 udu tuku#","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000761, ex. 040","SRC-103; SRC-102","2026-09-08"
"DRA-2387","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346150","5","za-gin3-sze3","","gesz-la2-bi nu-mu-un-DU e2-kur za-gin3-sze3","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000619, ex. 020","SRC-103; SRC-102","2026-09-08"
"DRA-2388","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346151","1","za-gin3","","nin# mul#-an-gin7 gun3-a dub za-gin3 szu du7","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000733, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-2389","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346152","20","za-gin3","","1(u) kar za-gin3 kar mah kar ku3-ga-na","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 07749","CDLI Literary 000674, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-2390","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346163","6'","za#-gin3-na#","","e2-kur# za#-gin3-na# gidri ha-ba-ab-dab5#!-be2#?","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U —","CDLI Literary 000395, ex. 016","SRC-103; SRC-102","2026-09-08"
"DRA-2391","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346170","8'","e2#?-kur#?-za#?-gin3#?","","e2#?-kur#?-za#?-gin3#? [{d}]en#-lil2#-la2#!-ka# e2-ga2-gesz-szu2-a {d#!?}nin#-lil2#?-la2#!?-ka","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 16342.?","CDLI Literary 000451, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-2392","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346180","6'","za-gin3-na","","gi IG du5? bulug2-in-ku4 esz2-GAN2 za-gin3-na","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 16855","UET 6, 0095","SRC-103; SRC-102","2026-09-08"
"DRA-2393","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346183","3","za-gin3-sze3","","sze sag-bi e2-kur za-gin3-sze3 ga2-e ma-ra-e#-dim2#","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 16869","CDLI Literary 000502, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-2394","LAPIS","UNMARKED (may be the colour or quality term)","no {na4}","P346189","23","za-gin3-gin7","","mu hi-a!? mul an za-gin3-gin7 szid-bi nu-til-le sag-e-esz rig7-mu-na-ab","Old Babylonian (ca. 1900-1600 BC)","Ur (mod. Tell Muqayyar)","British Museum, London, UK","BM —","clay","U 07751","CDLI Literary 000512, ex. 001","SRC-103; SRC-102","2026-09-08"
