route,recommended_route_action,what_it_does,programme_coverage,load_bearing_claims,known_inaccuracies,missing_evidence,research_dependencies,missing_visitor_action,recommended_visual_treatment,related_routes,recommended_release,release_role,inspection_basis,claim_audit_scope,source_url
the-vocabulary-curve.html,DEEPEN,"Published rigveda page; 2226 visible words; H1: Śūdra appears once in the Rigveda. It appears 1,053 times in the law books.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Śūdra appears once in the Rigveda. It appears 1,053 times in the law books. | The curve. | The first appearance of the outcaste. | The one Vedic occurrence, read.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Vocabulary Curve: When Exclusion Enters the Texts into claim-to-record links; structural citation signals (1) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Vocabulary Curve: When Exclusion Enters the Texts”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 24 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-vocabulary-curve.html
the-water-city.html,DEEPEN,Published indus archaeology page; 1235 visible words; H1: The Indus built its cities around water — and left no palace to control it.,BL-11; BL-18; BL-25; BL-26; BL-27; BL-28; BL-30; BL-31; BL-66; BL-67,"The Indus built its cities around water — and left no palace to control it. | Water by gravity, waste by design. | Dholavira: a city engineered as a reservoir. | The part that isn't about engineering.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Indus Water Engineering: Drains, Wells and No Palaces into claim-to-record links; structural citation signals (12) are not verification.",06-BRIEFS/mvp-fifteen/09-the-water-city.md; 06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv,"Excavate context, date the layer and decide what the object can and cannot establish.","Excavation/context view with trench, layer, object, date range and alternative reading; movement maps separate material from people and language. For this route, centre the composition on “Indus Water Engineering: Drains, Wells and No Palaces”.",before-the-indus.html; brahmi.html; excavation-bias-funding.html; indus-to-vedic-gap.html; keeladi.html; material-culture-ancient-south-asia.html; meluhha-trade.html,RELEASE 1,flagship,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 17 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-water-city.html
the-womb-doctrine.html,KEEP AS CONTEXT,Published caste law page; 1348 visible words; H1: Caste-by-rebirth is one school's insertion — not shared scripture.,BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"Caste-by-rebirth is one school's insertion — not shared scripture. | Two texts, one doctrine, one difference. | The finding. | And the Bṛhadāraṇyaka says the opposite, elsewhere.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Caste Rebirth Appears in One Upanishad, Not Its Parallel into claim-to-record links; structural citation signals (5) are not verification.",03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Caste Rebirth Appears in One Upanishad, Not Its Parallel”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 21 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-womb-doctrine.html
the-words-of-caste.html,KEEP AS CONTEXT,Published rigveda page; 1428 visible words; H1: The words of caste were innocent first.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"The words of caste were innocent first. | One root, and a family of meanings. | The words, before and after. | Varṇa was a classifying word, not a caste word.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on The Vocabulary of Caste: Vis, Jati, Varna, Gotra into claim-to-record links; structural citation signals (12) are not verification.",03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Vocabulary of Caste: Vis, Jati, Varna, Gotra”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 21 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/the-words-of-caste.html
therigatha.html,KEEP AS CONTEXT,Published religion text page; 1413 visible words; H1: Seventy-three poems by named women — and most people have never read one.,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"Seventy-three poems by named women — and most people have never read one. | Freedom described as the end of housework | Grief, treated as the way in | Women who were valued for their appearance, taking that valuation apart",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Therigatha: Poems by the First Buddhist Women into claim-to-record links; structural citation signals (3) are not verification.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,"Compare who is speaking and whether the source is self-description, opponent report or later transmission.","Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “Therigatha: Poems by the First Buddhist Women”.",brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-computed-dawn.html; the-eastern-tradition.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 43 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/therigatha.html
they-already-knew.html,KEEP AS CONTEXT,"Published caste law page; 1717 visible words; H1: They already knew. In 1873, they said it out loud.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"They already knew. In 1873, they said it out loud. | Phule, 1873. | Periyar, and a movement that reached millions. | What they built.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on They Already Knew: Anti-Caste Movements and What Followed into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “They Already Knew: Anti-Caste Movements and What Followed”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 21 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/they-already-knew.html
tinai.html,DEEPEN,Published tamil page; 1768 visible words; H1: Tiṇai: a poetics that thinks with the land.,BL-14; BL-18; BL-31; BL-39; BL-40; BL-58; BL-61; BL-69,"Tiṇai: a poetics that thinks with the land. | Five landscapes, five interior weathers. | The land keeps time, and measures feeling. | Not backdrop — habitat. The oikos.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Tinai: The Tamil Poetics of Five Landscapes into claim-to-record links; structural citation signals (13) are not verification.,06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/05-tinai.md; 06-BRIEFS/mvp-fifteen/10-kural.md; 06-BRIEFS/mvp-fifteen/11-sound-changes.md; 02-SOURCES/access-ledger.csv; NONE LOCATED for an accepted Tamil-corpus parity set,"Move among text, commentary, material setting and living interpretation without collapsing them.","Text/object/audio encounter separating early textual meaning, commentary, later/living interpretation and MelaKeela’s contemporary use; no generic landscape decoration. For this route, centre the composition on “Tinai: The Tamil Poetics of Five Landscapes”.",kural.html; music.html; the-guilds-and-the-raid.html; the-lost-harp.html; where-music-begins.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/tinai.html
two-archaeologists.html,REFRAME,Published archive power page; 2077 visible words; H1: Two archaeologists dug at Rakhigarhi. One got a national museum. The other got transferred four times.,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Two archaeologists dug at Rakhigarhi. One got a national museum. The other got transferred four times. | The two techniques. | What ""no significant findings"" concealed. | The wider cast.",Biographical contrast cannot by itself establish that institutional position caused conclusions.,"Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.",04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Two Archaeologists: Who Gets the Museum, Who Gets Moved”.",authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 25 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js; assets/js/mk-ai.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/two-archaeologists.html
two-classical-languages.html,CORRECT CLAIMS,"Published dravidian page; 2828 visible words; H1: Two classical languages, built the same way.",BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"Two classical languages, built the same way. | What is genuinely shared | What each language could not account for | Where the aspirates and the clusters come from",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Sanskrit and Tamil: Two Classical Languages Compared into claim-to-record links; structural citation signals (6) are not verification.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,"Compare forms and choose which history each observation supports, complicates or cannot decide.","Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “Sanskrit and Tamil: Two Classical Languages Compared”.",dravidian-sounds-sanskrit-lacks.html; elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-deep-root.html; the-father-tongue.html; the-languages-we-lost.html; the-northwest-cousin.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 44 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/two-classical-languages.html
two-scarcities.html,KEEP AS CONTEXT,"Published indus archaeology page; 1390 visible words; H1: Sixty-one skeletons gave one genome, by physics. Thirteen thousand artefacts gave ""nothing,"" by decision.",BL-11; BL-18; BL-25; BL-26; BL-27; BL-28; BL-30; BL-31; BL-66; BL-67,"Sixty-one skeletons gave one genome, by physics. Thirteen thousand artefacts gave ""nothing,"" by decision. | Two funnels. | Side by side. | Why the two techniques.",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Two Scarcities: Real at Rakhigarhi, Made at Keeladi into claim-to-record links; structural citation signals (5) are not verification.",06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv,"Excavate context, date the layer and decide what the object can and cannot establish.","Excavation/context view with trench, layer, object, date range and alternative reading; movement maps separate material from people and language. For this route, centre the composition on “Two Scarcities: Real at Rakhigarhi, Made at Keeladi”.",before-the-indus.html; brahmi.html; excavation-bias-funding.html; indus-to-vedic-gap.html; keeladi.html; material-culture-ancient-south-asia.html; meluhha-trade.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 24 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/two-scarcities.html
vedic-corpus-insertions.html,MERGE,"Published rigveda page; 1293 visible words; H1: A war story, with a law code bolted on.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"A war story, with a law code bolted on. | The epic states its own growth | Where the additions sit | The Bhārgava layer",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Interpolations: Passages Added to the Vedic Corpus into claim-to-record links; structural citation signals (3) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Interpolations: Passages Added to the Vedic Corpus”.",vedic-interpolations.html; caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 43 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/vedic-corpus-insertions.html
vedic-interpolations.html,KEEP AS CONTEXT,Published rigveda page; 1305 visible words; H1: Sixteen places where the record was adjusted.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Sixteen places where the record was adjusted. | How the entries are graded | The catalogue | The two directions, and both are used",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Edits: Later Insertions in the Vedic Corpus into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Edits: Later Insertions in the Vedic Corpus”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 47 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/vedic-interpolations.html
vedic-ritual-economy.html,KEEP AS CONTEXT,Published rigveda page; 2275 visible words; H1: One party bought immortality. The other party got it.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"One party bought immortality. The other party got it. | What this would be called today | Two firms, one client | The schism, as the tradition itself tells it",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Ritual Economy: Immortality Bought and Sold into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Ritual Economy: Immortality Bought and Sold”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 45 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/vedic-ritual-economy.html
vedism-is-not-hinduism.html,KEEP AS CONTEXT,Published rigveda page; 2151 visible words; H1: The Buddha was not arguing with Hinduism. There was no such thing.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,The Buddha was not arguing with Hinduism. There was no such thing. | Three things | Why Aśoka pairs them at all | Samaṇa or śramaṇa,No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Vedism Is Not Hinduism: Distinguishing the Traditions into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Vedism Is Not Hinduism: Distinguishing the Traditions”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 47 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/vedism-is-not-hinduism.html
veli.html,KEEP AS CONTEXT,"Published threshold page; 1119 visible words; H1: Veḷi means empty, open, outside, clear, light and true — and those are one word, not six.",BL-7; BL-8; BL-28; BL-41; BL-53; BL-59,"Veḷi means empty, open, outside, clear, light and true — and those are one word, not six. | What the dictionary holds | Veṭṭaveḷi | The double edge",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Veli: The Open, and What Was Put Outside into claim-to-record links; structural citation signals (2) are not verification.",06-BRIEFS/mvp-fifteen/04-veli.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/01-index.md; 06-BRIEFS/mvp-fifteen/02-enter.md; 06-BRIEFS/mvp-fifteen/04-veli.md,Choose a record or question and cross into its evidence trail.,"A single real record enters an unresolved field; reveal coordinates, date, source and question sequentially; test the merged A/B/C prototypes without declaring a final theme. For this route, centre the composition on “Veli: The Open, and What Was Put Outside”.",enter.html; exhibits.html; explore.html; index.html,RELEASE 1,enabler,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 44 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/veli.html
visvamitra.html,KEEP AS CONTEXT,Published rigveda page; 1151 visible words; H1: The holiest verse in Brahmanism was written by a warrior.,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"The holiest verse in Brahmanism was written by a warrior. | The verse, and whose book it is in. | What the tradition itself says happened. | The warrior-poet in the Rigveda.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Visvamitra: The Warrior Who Composed the Gayatri into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Visvamitra: The Warrior Who Composed the Gayatri”.",caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/visvamitra.html
voice-authority-ancient-texts.html,KEEP AS CONTEXT,Published archive power page; 2197 visible words; H1: The passages that bind hardest are the ones nobody signed.,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"The passages that bind hardest are the ones nobody signed. | The āśrama system is not Vedic | Tested, not asserted | Renunciation was not theirs, and the system is the accommodation",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Who Is Speaking: Voice and Authority in Ancient Texts into claim-to-record links; structural citation signals (3) are not verification.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Who Is Speaking: Voice and Authority in Ancient Texts”.",authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 46 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/voice-authority-ancient-texts.html
what-survived-the-archive.html,DEEPEN,Published archive power page; 2125 visible words; H1: Everything that survives — and how little of it has been opened.,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Everything that survives — and how little of it has been opened. | The bodies of evidence — the full list | Outsider accounts credit the wrong place too | The eight best-documented bodies, in detail",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on The Archive: What Survived, What Was Lost, and Why into claim-to-record links; structural citation signals (6) are not verification.",06-BRIEFS/mvp-fifteen/15-the-archive.md; 04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “The Archive: What Survived, What Was Lost, and Why”.",authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 37 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/what-survived-the-archive.html
what-the-children-are-taught.html,KEEP AS CONTEXT,Published archive power page; 1328 visible words; H1: A civilisation was renamed in a textbook for eleven-year-olds.,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,A civilisation was renamed in a textbook for eleven-year-olds. | What changed. | Who decided. | Who objected.,No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on What Indian Children Are Taught, and What Is Left Out into claim-to-record links; structural citation signals (3) are not verification.",04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “What Indian Children Are Taught, and What Is Left Out”.",authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 27 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/what-the-children-are-taught.html
